,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude,coord
418,417,417,204,IRT,Lenox - White Plains Rd,Nereid Av,Bx,2 5,Elevated,40.898379,-73.854376,"(40.898379, -73.854376)"
419,418,418,205,IRT,Lenox - White Plains Rd,233 St,Bx,2 5,Elevated,40.893193,-73.857473,"(40.893193, -73.857473)"
420,419,419,206,IRT,Lenox - White Plains Rd,225 St,Bx,2 5,Elevated,40.888022,-73.860341,"(40.888022, -73.860341)"
421,420,420,207,IRT,Lenox - White Plains Rd,219 St,Bx,2 5,Elevated,40.883895,-73.862633,"(40.883895, -73.862633)"
422,421,421,208,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,2 5,Elevated,40.87785,-73.866256,"(40.87785, -73.866256)"
423,422,422,209,IRT,Lenox - White Plains Rd,Burke Av,Bx,2 5,Elevated,40.871356,-73.867164,"(40.871356, -73.867164)"
424,423,423,210,IRT,Lenox - White Plains Rd,Allerton Av,Bx,2 5,Elevated,40.865462,-73.867352,"(40.865462, -73.867352)"
425,424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615,"(40.857192, -73.867615)"
426,425,425,212,IRT,Lenox - White Plains Rd,Bronx Park East,Bx,2 5,Elevated,40.848828000000005,-73.86845699999999,"(40.848828000000005, -73.86845699999999)"
427,426,426,213,IRT,Lenox - White Plains Rd,E 180 St,Bx,2 5,Elevated,40.841894,-73.873488,"(40.841894, -73.873488)"
428,427,427,214,IRT,Lenox - White Plains Rd,West Farms Sq - E Tremont Av,Bx,2 5,Elevated,40.840295000000005,-73.880049,"(40.840295000000005, -73.880049)"
429,428,428,215,IRT,Lenox - White Plains Rd,174 St,Bx,2 5,Elevated,40.837288,-73.887734,"(40.837288, -73.887734)"
430,429,429,216,IRT,Lenox - White Plains Rd,Freeman St,Bx,2 5,Elevated,40.829993,-73.891865,"(40.829993, -73.891865)"
431,430,430,217,IRT,Lenox - White Plains Rd,Simpson St,Bx,2 5,Elevated,40.824073,-73.893064,"(40.824073, -73.893064)"
432,431,431,218,IRT,Lenox - White Plains Rd,Intervale Av,Bx,2 5,Elevated,40.822181,-73.896736,"(40.822181, -73.896736)"
433,432,432,219,IRT,Lenox - White Plains Rd,Prospect Av,Bx,2 5,Elevated,40.819585,-73.90177,"(40.819585, -73.90177)"
434,433,433,220,IRT,Lenox - White Plains Rd,Jackson Av,Bx,2 5,Elevated,40.81649,-73.90780699999999,"(40.81649, -73.90780699999999)"
435,434,434,221,IRT,Lenox - White Plains Rd,3 Av - 149 St,Bx,2 5,Subway,40.816109000000004,-73.917757,"(40.816109000000004, -73.917757)"
436,435,603,222,IRT,Lenox - White Plains Rd,149 St - Grand Concourse,Bx,2 5,Subway,40.81841,-73.92671800000001,"(40.81841, -73.92671800000001)"
437,436,436,301,IRT,Lenox - White Plains Rd,Harlem - 148 St,M,3,Subway,40.823879999999996,-73.93647,"(40.823879999999996, -73.93647)"
438,437,437,302,IRT,Lenox - White Plains Rd,145 St,M,3,Subway,40.820421,-73.936245,"(40.820421, -73.936245)"
439,438,438,224,IRT,Lenox - White Plains Rd,135 St,M,2 3,Subway,40.814229,-73.94077,"(40.814229, -73.94077)"
440,439,439,225,IRT,Lenox - White Plains Rd,125 St,M,2 3,Subway,40.807753999999996,-73.945495,"(40.807753999999996, -73.945495)"
441,440,440,226,IRT,Lenox - White Plains Rd,116 St,M,2 3,Subway,40.802098,-73.949625,"(40.802098, -73.949625)"
442,441,441,227,IRT,Lenox - White Plains Rd,Central Park North (110 St),M,2 3,Subway,40.799075,-73.95182199999999,"(40.799075, -73.95182199999999)"
443,442,442,501,IRT,Dyre Av,Eastchester - Dyre Av,Bx,5,At Grade,40.8883,-73.830834,"(40.8883, -73.830834)"
444,443,443,502,IRT,Dyre Av,Baychester Av,Bx,5,Open Cut,40.878663,-73.83859100000001,"(40.878663, -73.83859100000001)"
445,444,444,503,IRT,Dyre Av,Gun Hill Rd,Bx,5,Open Cut,40.869526,-73.846384,"(40.869526, -73.846384)"
446,445,445,504,IRT,Dyre Av,Pelham Pkwy,Bx,5,Open Cut,40.858985,-73.85535899999999,"(40.858985, -73.85535899999999)"
447,446,446,505,IRT,Dyre Av,Morris Park,Bx,5,Open Cut,40.854364000000004,-73.860495,"(40.854364000000004, -73.860495)"
448,447,447,701,IRT,Flushing,Flushing - Main St,Q,7,Subway,40.7596,-73.83003000000001,"(40.7596, -73.83003000000001)"
449,448,448,702,IRT,Flushing,Mets - Willets Point,Q,7,Elevated,40.754622,-73.845625,"(40.754622, -73.845625)"
450,449,449,705,IRT,Flushing,111 St,Q,7,Elevated,40.75173,-73.855334,"(40.75173, -73.855334)"
451,450,450,706,IRT,Flushing,103 St - Corona Plaza,Q,7,Elevated,40.749865,-73.8627,"(40.749865, -73.8627)"
452,451,451,707,IRT,Flushing,Junction Blvd,Q,7,Elevated,40.749145,-73.869527,"(40.749145, -73.869527)"
453,452,452,708,IRT,Flushing,90 St - Elmhurst Av,Q,7,Elevated,40.748408000000005,-73.876613,"(40.748408000000005, -73.876613)"
454,453,453,709,IRT,Flushing,82 St - Jackson Hts,Q,7,Elevated,40.747659000000006,-73.883697,"(40.747659000000006, -73.883697)"
455,454,616,710,IRT,Flushing,74 St - Broadway,Q,7,Elevated,40.746848,-73.89139399999999,"(40.746848, -73.89139399999999)"
456,455,455,711,IRT,Flushing,69 St,Q,7,Elevated,40.746325,-73.896403,"(40.746325, -73.896403)"
457,456,456,712,IRT,Flushing,Woodside - 61 St,Q,7,Elevated,40.74563,-73.902984,"(40.74563, -73.902984)"
458,457,457,713,IRT,Flushing,52 St,Q,7,Elevated,40.744149,-73.912549,"(40.744149, -73.912549)"
459,458,458,714,IRT,Flushing,46 St,Q,7,Elevated,40.743132,-73.918435,"(40.743132, -73.918435)"
460,459,459,715,IRT,Flushing,40 St,Q,7,Elevated,40.743781,-73.92401600000001,"(40.743781, -73.92401600000001)"
461,460,460,716,IRT,Flushing,33 St,Q,7,Elevated,40.744587,-73.93099699999999,"(40.744587, -73.93099699999999)"
462,461,461,718,IRT,Flushing,Queensboro Plaza,Q,7,Elevated,40.750582,-73.940202,"(40.750582, -73.940202)"
463,461,461,R09,BMT,Astoria,Queensboro Plaza,Q,N W,Elevated,40.750582,-73.940202,"(40.750582, -73.940202)"
464,462,606,719,IRT,Flushing,Court Sq,Q,7,Elevated,40.747023,-73.945264,"(40.747023, -73.945264)"
465,463,463,720,IRT,Flushing,Hunters Point Av,Q,7,Subway,40.742216,-73.948916,"(40.742216, -73.948916)"
466,464,464,721,IRT,Flushing,Vernon Blvd - Jackson Av,Q,7,Subway,40.742626,-73.953581,"(40.742626, -73.953581)"
467,465,610,723,IRT,Flushing,Grand Central - 42 St,M,7,Subway,40.751431,-73.97604100000001,"(40.751431, -73.97604100000001)"
468,466,609,724,IRT,Flushing,5 Av,M,7,Subway,40.753821,-73.98196300000001,"(40.753821, -73.98196300000001)"
469,467,611,725,IRT,Flushing,Times Sq - 42 St,M,7,Subway,40.755477,-73.987691,"(40.755477, -73.987691)"
470,468,611,902,IRT,Lexington - Shuttle,Times Sq - 42 St,M,S,Subway,40.755983,-73.98622900000001,"(40.755983, -73.98622900000001)"
471,469,610,901,IRT,Lexington - Shuttle,Grand Central - 42 St,M,S,Subway,40.752769,-73.979189,"(40.752769, -73.979189)"
472,471,471,726,IRT,Flushing,34 St - 11 Av,M,7,Subway,40.755882,-74.00191,"(40.755882, -74.00191)"
473,475,475,Q05,IND,Second Av,96 St,M,Q,Subway,40.784318,-73.947152,"(40.784318, -73.947152)"
474,476,476,Q04,IND,Second Av,86 St,M,Q,Subway,40.777891,-73.951787,"(40.777891, -73.951787)"
475,477,477,Q03,IND,Second Av,72 St,M,Q,Subway,40.768799,-73.958424,"(40.768799, -73.958424)"
476,501,501,S31,SIR,Staten Island,St George,SI,SIR,Open Cut,40.643747999999995,-74.073643,"(40.643747999999995, -74.073643)"
477,502,502,S30,SIR,Staten Island,Tompkinsville,SI,SIR,At Grade,40.636949,-74.074835,"(40.636949, -74.074835)"
478,503,503,S29,SIR,Staten Island,Stapleton,SI,SIR,Elevated,40.627915,-74.075162,"(40.627915, -74.075162)"
479,504,504,S28,SIR,Staten Island,Clifton,SI,SIR,Elevated,40.621319,-74.071402,"(40.621319, -74.071402)"
480,505,505,S27,SIR,Staten Island,Grasmere,SI,SIR,Open Cut,40.603117,-74.084087,"(40.603117, -74.084087)"
481,506,506,S26,SIR,Staten Island,Old Town,SI,SIR,Embankment,40.596612,-74.08736800000001,"(40.596612, -74.08736800000001)"
482,507,507,S25,SIR,Staten Island,Dongan Hills,SI,SIR,Embankment,40.588848999999996,-74.09609,"(40.588848999999996, -74.09609)"
483,508,508,S24,SIR,Staten Island,Jefferson Av,SI,SIR,Embankment,40.583591,-74.103338,"(40.583591, -74.103338)"
484,509,509,S23,SIR,Staten Island,Grant City,SI,SIR,Open Cut,40.578965000000004,-74.10970400000001,"(40.578965000000004, -74.10970400000001)"
485,510,510,S22,SIR,Staten Island,New Dorp,SI,SIR,Open Cut,40.573479999999996,-74.11721,"(40.573479999999996, -74.11721)"
486,511,511,S21,SIR,Staten Island,Oakwood Heights,SI,SIR,Open Cut,40.56511,-74.12631999999999,"(40.56511, -74.12631999999999)"
487,512,512,S20,SIR,Staten Island,Bay Terrace,SI,SIR,Embankment,40.5564,-74.136907,"(40.5564, -74.136907)"
488,513,513,S19,SIR,Staten Island,Great Kills,SI,SIR,Open Cut,40.551231,-74.151399,"(40.551231, -74.151399)"
489,514,514,S18,SIR,Staten Island,Eltingville,SI,SIR,Embankment,40.544601,-74.16457,"(40.544601, -74.16457)"
490,515,515,S17,SIR,Staten Island,Annadale,SI,SIR,Open Cut,40.540459999999996,-74.178217,"(40.540459999999996, -74.178217)"
491,516,516,S16,SIR,Staten Island,Huguenot,SI,SIR,Open Cut,40.533674,-74.19179399999999,"(40.533674, -74.19179399999999)"
492,517,517,S15,SIR,Staten Island,Prince's Bay,SI,SIR,Open Cut,40.525507,-74.200064,"(40.525507, -74.200064)"
493,518,518,S14,SIR,Staten Island,Pleasant Plains,SI,SIR,Embankment,40.52241,-74.21784699999999,"(40.52241, -74.21784699999999)"
494,519,519,S13,SIR,Staten Island,Richmond Valley,SI,SIR,Open Cut,40.519631,-74.229141,"(40.519631, -74.229141)"
495,522,522,S09,SIR,Staten Island,Tottenville,SI,SIR,At Grade,40.512764000000004,-74.251961,"(40.512764000000004, -74.251961)"
496,523,523,S11,SIR,Staten Island,Arthur Kill,SI,SIR,At Grade,40.516578,-74.24209599999999,"(40.516578, -74.24209599999999)"
