,movie_name,movie,opening,date_time,theaters,tot_gross,actors,directors
177,Birdman,Birdman,"$424,397",2014-10-17,4,"$42,340,598","['Michael Keaton', 'Zach Galifianakis', 'Edward Norton', 'Amy Ryan', 'Emma Stone', 'Naomi Watts']",['Alejandro González Iñárritu']
178,Dolphin Tale 2,Dolphin Tale 2,"$15,873,397",2014-09-12,"3,656","$42,024,533","['Ashley Judd', 'Morgan Freeman']",[]
179,The Expendables 3,The Expendables 3,"$15,879,645",2014-08-15,"3,221","$39,322,544","['Sylvester Stallone', 'Jason Statham', 'Antonio Banderas', 'Jet Li', 'Wesley Snipes', 'Kelsey Grammer', 'Kellan Lutz', 'Mel Gibson', 'Harrison Ford', 'Arnold Schwarzenegger']",['Patrick Hughes']
180,Earth to Echo,Earth to Echo,"$8,364,658",2014-07-02,"3,230","$38,934,842",,['Dave Green']
181,Sex Tape,Sex Tape,"$14,608,152",2014-07-18,"3,062","$38,543,473","['Jason Segel', 'Cameron Diaz', 'Rob Lowe']",['Jake Kasdan']
182,Wild (2014),Wild,"$606,810",2014-12-03,21,"$37,880,356",['Reese Witherspoon'],['Jean-Marc Vallee']
183,Million Dollar Arm,Million Dollar Arm,"$10,515,659",2014-05-16,"3,019","$36,457,627","['Jon Hamm', 'Bill Paxton', 'Lake Bell', 'Suraj Sharma']",['Craig Gillespie']
184,The Theory of Everything,The Theory of Everything,"$208,763",2014-11-07,5,"$35,893,537","['Eddie Redmayne', 'Felicity Jones']",[]
185,This is Where I Leave You,This is Where I Leave You,"$11,558,149",2014-09-19,"2,868","$34,296,320","['Jason Bateman', 'Tina Fey', 'Rose Byrne', 'Timothy Olyphant']",['Shawn Levy']
186,The Gambler,The Gambler,"$9,129,999",2014-12-25,"2,478","$33,680,992","['Mark Wahlberg', 'Brie Larson', 'John Goodman', 'Jessica Lange']",['Rupert Wyatt']
187,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,"$18,343,611",2014-01-03,"2,867","$32,462,372",,['Christopher B. Landon']
188,Nightcrawler,Nightcrawler,"$10,441,000",2014-10-31,"2,766","$32,381,217","['Jake Gyllenhaal', 'Bill Paxton', 'Rene Russo']",['Dan Gilroy']
189,Chef,Chef,"$204,961",2014-05-09,6,"$31,424,003","['Jon Favreau', 'John Leguizamo', 'Scarlett Johansson', 'Dustin Hoffman', 'Robert Downey, Jr.']",['Jon Favreau']
190,Get On Up,Get On Up,"$13,585,915",2014-08-01,"2,468","$30,703,100","['Chadwick Boseman', 'Viola Davis', 'Octavia Spencer']",['Tate Taylor']
191,3 Days to Kill,3 Days to Kill,"$12,242,218",2014-02-21,"2,872","$30,697,999","['Kevin Costner', 'Hailee Steinfeld', 'Amber Heard']",['McG']
192,Deliver Us From Evil,Deliver Us From Evil,"$9,740,471",2014-07-02,"3,049","$30,577,122","['Eric Bana', 'Edgar Ramirez']",['Scott Derrickson']
193,When the Game Stands Tall,When the Game Stands Tall,"$8,381,509",2014-08-22,"2,673","$30,127,963",['James Caviezel'],['Thomas Carter']
194,Draft Day,Draft Day,"$9,783,603",2014-04-11,"2,781","$28,842,237","['Kevin Costner', 'Jennifer Garner', 'Frank Langella', 'Chadwick Boseman', ""Sean 'P. Diddy' Combs"", 'Rosanna Arquette']",['Ivan Reitman']
195,Oculus,Oculus,"$12,005,402",2014-04-11,"2,648","$27,695,246","['Karen Gillan', 'Brenton Thwaites', 'Katee Sackhoff']",['Mike Flanagan']
196,The Best of Me,The Best of Me,"$10,003,827",2014-10-17,"2,936","$26,766,213","['James Marsden', 'Michelle Monaghan', 'Luke Bracey']",['Michael Hoffman']
197,A Walk Among the Tombstones,A Walk Among the Tombstones,"$12,758,780",2014-09-19,"2,712","$26,307,600","['Liam Neeson', 'Dan Stevens', 'Boyd Holbrook']",['Scott Frank']
198,That Awkward Moment,That Awkward Moment,"$8,742,109",2014-01-31,"2,809","$26,068,955","['Zac Efron', 'Michael B. Jordan', 'Miles Teller', 'Imogen Poots']",['Tom Gormican']
199,Boyhood,Boyhood,"$387,618",2014-07-11,5,"$25,352,281",['Ethan Hawke'],['Richard Linklater']
200,Star Wars: The Force Awakens,Star Wars: The Force Awakens,"$247,966,675",2015-12-18,"4,134","$936,662,225","['John Boyega', 'Daisy Ridley', 'Oscar Isaac', 'Andy Serkis', 'Harrison Ford', 'Carrie Fisher', 'Mark Hamill', 'Anthony Daniels', 'Peter Mayhew', ""Lupita Nyong'o"", 'Simon Pegg']",['J.J. Abrams']
201,Jurassic World,Jurassic World,"$208,806,270",2015-06-12,"4,274","$652,270,625","['Omar Sy', 'Chris Pratt', 'Bryce Dallas Howard', 'Jake Johnson', 'Irrfan Khan']",['Colin Trevorrow']
202,Avengers: Age of Ultron,Avengers: Age of Ultron,"$191,271,109",2015-05-01,"4,276","$459,005,868","['Robert Downey, Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson', 'Jeremy Renner', 'Don Cheadle', 'Aaron Johnson', 'Elizabeth Olsen', 'Paul Bettany', 'Anthony Mackie', 'Idris Elba', 'Stellan Skarsgard', 'Samuel L. Jackson', 'Josh Brolin', 'Andy Serkis*']",['Joss Whedon']
203,Inside Out,Inside Out,"$90,440,272",2015-06-19,"3,946","$356,461,711","['Mindy Kaling', 'Diane Lane']",['Pete Docter']
204,Furious 7,Furious 7,"$147,187,040",2015-04-03,"4,004","$353,007,020","['Tony Jaa', 'Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', ""Chris 'Ludacris' Bridges"", 'Lucas Black', 'Jason Statham', 'Djimon Hounsou', 'Kurt Russell']",['James Wan']
205,Minions,Minions,"$115,718,405",2015-07-10,"4,301","$336,045,770","['Sandra Bullock', 'Jon Hamm', 'Michael Keaton', 'Allison Janney', 'Steve Coogan', 'Steve Carell']",['Pierre Coffin']
206,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,"$102,665,981",2015-11-20,"4,175","$281,723,902","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Philip Seymour Hoffman', 'Julianne Moore', 'Elizabeth Banks', 'Jena Malone', 'Jeffrey Wright', 'Stanley Tucci']",['Francis Lawrence']
207,The Martian,The Martian,"$54,308,575",2015-10-02,"3,831","$228,433,663","['Sean Bean', 'Jessica Chastain', 'Matt Damon', 'Chiwetel Ejiofor', 'Kate Mara', 'Sebastian Stan', 'Kristen Wiig']",['Ridley Scott']
208,Cinderella (2015),Cinderella,"$67,877,361",2015-03-13,"3,845","$201,151,353","['Cate Blanchett', 'Helena Bonham Carter', 'Stellan Skarsgard']",['Kenneth Branagh']
209,Spectre,Spectre,"$70,403,148",2015-11-06,"3,929","$200,074,609","['Daniel Craig', 'Christoph Waltz', 'Ralph Fiennes', 'Dave Bautista', 'Monica Bellucci', 'Ben Whishaw', 'Naomie Harris']",['Sam Mendes']
210,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,"$55,520,089",2015-07-31,"3,956","$195,042,377","['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Alec Baldwin', 'Rebecca Ferguson']",['Christopher McQuarrie']
211,Pitch Perfect 2,Pitch Perfect 2,"$69,216,890",2015-05-15,"3,473","$184,296,230","['Anna Kendrick', 'Rebel Wilson', 'Adam DeVine', 'Hailee Steinfeld', 'Elizabeth Banks']",['Elizabeth Banks']
212,The Revenant,The Revenant,"$474,560",2015-12-25,4,"$183,637,894","['Leonardo DiCaprio', 'Tom Hardy', 'Lukas Haas']",['Alejandro González Iñárritu']
213,Ant-Man,Ant-Man,"$57,225,526",2015-07-17,"3,856","$180,202,163","['Chris Evans*', 'Anthony Mackie*', 'Paul Rudd', 'Michael Douglas', 'Evangeline Lilly', 'John Slattery']",['Peyton Reed']
214,Home (2015),Home,"$52,107,731",2015-03-27,"3,708","$177,397,510","['Rihanna', 'Steve Martin', 'Jennifer Lopez']",['Tim Johnson']
215,Hotel Transylvania 2,Hotel Transylvania 2,"$48,464,322",2015-09-25,"3,754","$169,700,110","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'David Spade', 'Rob Riggle', 'Robert Smigel*', 'Nick Swardson*', 'Dana Carvey*']",[]
216,Fifty Shades of Grey,Fifty Shades of Grey,"$85,171,450",2015-02-13,"3,646","$166,167,230",[],['Sam Taylor-Johnson']
217,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,"$55,365,012",2015-02-06,"3,641","$162,994,032",,"['Mike Mitchell', 'Paul Tibbitt']"
218,Straight Outta Compton,Straight Outta Compton,"$60,200,180",2015-08-14,"2,757","$161,197,785",[],['F. Gary Gray']
219,San Andreas,San Andreas,"$54,588,173",2015-05-29,"3,777","$155,190,832","['Paul Giamatti', 'Ioan Gruffudd', 'Carla Gugino', 'Dwayne Johnson']",['Brad Peyton']
220,Mad Max: Fury Road,Mad Max: Fury Road,"$45,428,128",2015-05-15,"3,702","$153,636,354","['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Rosie Huntington-Whiteley']",['George Miller']
221,Daddy's Home,Daddy's Home,"$38,740,203",2015-12-25,"3,271","$150,357,137","['Thomas Haden Church', 'Will Ferrell', 'Mark Wahlberg']",['Sean Anders']
222,The Divergent Series: Insurgent,The Divergent Series: Insurgent,"$52,263,680",2015-03-20,"3,875","$130,179,072","['Shailene Woodley', 'Theo James', 'Kate Winslet', 'Octavia Spencer', 'Jai Courtney', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Naomi Watts']",['Robert Schwentke']
223,The Peanuts Movie,The Peanuts Movie,"$44,213,073",2015-11-06,"3,897","$130,178,411",,
224,Kingsman: The Secret Service,Kingsman: The Secret Service,"$36,206,331",2015-02-13,"3,204","$128,261,724","['Sofia Boutella', 'Colin Firth', 'Samuel L. Jackson', 'Michael Caine', 'Taron Egerton', 'Mark Strong', 'Sophie Cookson', 'Mark Hamill']",['Matthew Vaughn']
225,The Good Dinosaur,The Good Dinosaur,"$39,155,217",2015-11-25,"3,749","$123,087,120","['Frances McDormand', 'Anna Paquin', 'Jeffrey Wright']",[]
226,Spy,Spy,"$29,085,719",2015-06-05,"3,711","$110,825,712","['Melissa McCarthy', 'Jason Statham', 'Jude Law', 'Rose Byrne', 'Allison Janney', '50 Cent']",['Paul Feig']
227,Trainwreck,Trainwreck,"$30,097,040",2015-07-17,"3,158","$110,212,700","['John Cena', 'Brie Larson', 'Ezra Miller', 'Daniel Radcliffe', 'Marisa Tomei', 'Tilda Swinton']",['Judd Apatow']
228,Creed,Creed,"$29,632,823",2015-11-25,"3,404","$109,767,581","['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson']",['Ryan Coogler']
229,Tomorrowland,Tomorrowland,"$33,028,165",2015-05-22,"3,972","$93,436,322","['George Clooney', 'Hugh Laurie']",['Brad Bird']
230,Get Hard,Get Hard,"$33,803,253",2015-03-27,"3,175","$90,411,453","['Will Ferrell', 'Kevin Hart', 'Craig T. Nelson']",['Etan Cohen']
231,Terminator: Genisys,Terminator: Genisys,"$27,018,486",2015-07-01,"3,758","$89,760,956","['Arnold Schwarzenegger', 'Jai Courtney']",['Alan Taylor']
232,Taken 3,Taken 3,"$39,201,657",2015-01-09,"3,594","$89,256,424","['Liam Neeson', 'Famke Janssen', 'Forest Whitaker']",['Olivier Megaton']
233,Sisters,Sisters,"$13,922,855",2015-12-18,"2,962","$87,044,645","['Tina Fey', 'John Leguizamo', 'John Cena']",['Jason Moore']
234,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,"$14,287,159",2015-12-18,"3,653","$85,886,987","['Christina Applegate', 'Kaley Cuoco', 'Anna Faris', 'Justin Long', 'Bella Thorne']",
235,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,"$30,316,510",2015-09-18,"3,791","$81,697,192",[],['Wes Ball']
236,Ted 2,Ted 2,"$33,507,870",2015-06-26,"3,442","$81,476,385","['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Morgan Freeman', 'Giovanni Ribisi', 'John Slattery', 'Liam Neeson', 'Patrick Stewart*']",['Seth MacFarlane']
237,Goosebumps,Goosebumps,"$23,618,556",2015-10-16,"3,501","$80,080,379",,['Rob Letterman']
238,Pixels,Pixels,"$24,011,616",2015-07-24,"3,723","$78,747,585","['Adam Sandler', 'Kevin James', 'Josh Gad', 'Michelle Monaghan', 'Brian Cox']",['Chris Columbus']
239,Paddington,Paddington,"$18,966,676",2015-01-16,"3,303","$76,271,832","['Sally Hawkins', 'Nicole Kidman', 'Ben Whishaw', 'Jim Broadbent']",['Paul King']
240,The Intern,The Intern,"$17,728,313",2015-09-25,"3,305","$75,764,672","['Robert DeNiro', 'Anne Hathaway', 'Rene Russo']",['Nancy Meyers']
241,Bridge of Spies,Bridge of Spies,"$15,371,203",2015-10-16,"2,811","$72,313,754","['Jesse Plemons', 'Mark Rylance', 'Tom Hanks', 'Amy Ryan', 'Alan Alda']",['Steven Spielberg']
242,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,"$23,762,435",2015-04-17,"3,633","$71,038,190",['Kevin James'],['Andy Fickman']
243,The Big Short,The Big Short,"$705,527",2015-12-11,8,"$70,259,870","['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo', 'Marisa Tomei', 'Karen Gillan', 'Margot Robbie*', 'Selena Gomez*']",['Adam McKay']
244,War Room,War Room,"$11,351,389",2015-08-28,"1,135","$67,790,117",,['Alex Kendrick']
245,Magic Mike XXL,Magic Mike XXL,"$12,857,184",2015-07-01,"3,355","$66,013,057","['Amber Heard', 'Channing Tatum', 'Jada Pinkett-Smith']",['Gregory Jacobs']
246,The Visit,The Visit,"$25,427,560",2015-09-11,"3,069","$65,206,105",,['M. Night Shyamalan']
247,The Wedding Ringer,The Wedding Ringer,"$20,649,306",2015-01-16,"3,003","$64,460,211","['Kevin Hart', 'Josh Gad', 'Kaley Cuoco', 'Olivia Thirlby']",['Jeremy Garelick']
248,Black Mass,Black Mass,"$22,635,037",2015-09-18,"3,188","$62,575,678","['Jesse Plemons', 'Johnny Depp', 'Benedict Cumberbatch', 'Juno Temple', 'Kevin Bacon', 'Adam Scott']",['Scott Cooper']
249,Vacation,Vacation,"$14,681,108",2015-07-29,"3,411","$58,884,188","['Ed Helms', 'Leslie Mann', 'Christina Applegate', 'Chris Hemsworth', 'Charlie Day', 'Ron Livingston', 'Regina Hall']",['Jonathan M. Goldstein']
250,The Perfect Guy,The Perfect Guy,"$25,888,154",2015-09-11,"2,221","$57,027,435","['Sanaa Lathan', 'Michael Ealy', 'Morris Chestnut']",
251,Joy,Joy,"$17,015,168",2015-12-25,"2,896","$56,451,232","['Bradley Cooper', 'Robert DeNiro', 'Jennifer Lawrence', 'Virginia Madsen', 'Edgar Ramirez', 'Elisabeth Rohm']",['David O. Russell']
252,Fantastic Four,Fantastic Four,"$25,685,737",2015-08-07,"3,995","$56,117,548","['Miles Teller', 'Michael B. Jordan', 'Jamie Bell', 'Kate Mara']",['Josh Trank']
253,The Hateful Eight,The Hateful Eight,"$4,610,676",2015-12-25,100,"$54,117,416","['Samuel L. Jackson', 'Kurt Russell', 'Channing Tatum']",['Quentin Tarantino']
254,Focus (2015),Focus,"$18,685,137",2015-02-27,"3,323","$53,862,963","['Will Smith', 'Margot Robbie', 'Rodrigo Santoro']","['Glenn Ficarra', 'John Requa']"
255,Southpaw,Southpaw,"$16,701,294",2015-07-24,"2,772","$52,421,953","['Jake Gyllenhaal', 'Forest Whitaker', 'Rachel McAdams', '50 Cent', 'Naomie Harris']",['Antoine Fuqua']
256,Insidious Chapter 3,Insidious Chapter 3,"$22,692,741",2015-06-05,"3,002","$52,218,558",,['Leigh Whannell']
257,Poltergeist (2015),Poltergeist,"$22,620,386",2015-05-22,"3,240","$47,425,125","['Sam Rockwell', 'Rosemarie DeWitt', 'Jared Harris']",['Gil Kenan']
258,Jupiter Ascending,Jupiter Ascending,"$18,372,372",2015-02-06,"3,181","$47,387,723","['Channing Tatum', 'Mila Kunis', 'Eddie Redmayne', 'Sean Bean']",['Lilly & Lana Wachowski']
259,Sicario,Sicario,"$401,288",2015-09-18,6,"$46,889,293","['Emily Blunt', 'Benicio Del Toro', 'Josh Brolin']",['Denis Villeneuve']
260,The Man From U.N.C.L.E.,The Man From U.N.C.L.E.,"$13,421,036",2015-08-14,"3,638","$45,445,109","['Elizabeth Debicki', 'Henry Cavill', 'Armie Hammer', 'Alicia Vikander', 'Hugh Grant', 'Jared Harris']",['Guy Ritchie']
261,Spotlight,Spotlight,"$295,009",2015-11-06,5,"$45,055,776","['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'Stanley Tucci', 'John Slattery']",['Tom McCarthy']
262,"McFarland, USA","McFarland, USA","$11,020,798",2015-02-20,"2,755","$44,482,410","['Maria Bello', 'Kevin Costner']",['Niki Caro']
263,The Gift (2015),The Gift,"$11,854,273",2015-08-07,"2,503","$43,787,265","['Jason Bateman', 'Rebecca Hall']",[]
264,Everest (2015),Everest,"$7,222,035",2015-09-18,545,"$43,482,270","['Josh Brolin', 'Elizabeth Debicki', 'Jake Gyllenhaal', 'Keira Knightley']",['Baltasar Kormakur']
265,The Night Before,The Night Before,"$9,880,536",2015-11-20,"2,960","$43,047,372","['Seth Rogen', 'Joseph Gordon-Levitt', 'Anthony Mackie']",['Jonathan Levine']
266,Krampus,Krampus,"$16,293,325",2015-12-04,"2,902","$42,725,475","['Toni Collette', 'Adam Scott']",['Michael Dougherty']
267,Max (2015),Max,"$12,155,254",2015-06-26,"2,855","$42,656,255",['Thomas Haden Church'],['Boaz Yakin']
268,The Age of Adaline,The Age of Adaline,"$13,203,458",2015-04-24,"2,991","$42,629,776","['Blake Lively', 'Harrison Ford', 'Amanda Crew']",[]
269,Brooklyn,Brooklyn,"$187,281",2015-11-04,5,"$38,322,743","['Saoirse Ronan', 'Jim Broadbent']",['John Crowley']
270,The Longest Ride,The Longest Ride,"$13,019,686",2015-04-10,"3,366","$37,446,117","['Melissa Benoist', 'Alan Alda']","['George Tillman, Jr.']"
271,The Boy Next Door,The Boy Next Door,"$14,910,105",2015-01-23,"2,602","$35,423,380","['Jennifer Lopez', 'Ryan Guzman', 'John Corbett']",['Rob Cohen']
272,Pan,Pan,"$15,315,435",2015-10-09,"3,515","$35,088,320","['Hugh Jackman', 'Garrett Hedlund', 'Amanda Seyfried', 'Rooney Mara']",['Joe Wright']
273,Hot Pursuit,Hot Pursuit,"$13,942,258",2015-05-08,"3,003","$34,580,201",['Reese Witherspoon'],['Anne Fletcher']
274,Concussion (2015),Concussion,"$10,513,749",2015-12-25,"2,841","$34,542,474","['Will Smith', 'Alec Baldwin', 'Luke Wilson']",['Peter Landesman']
275,The DUFF,The DUFF,"$10,809,149",2015-02-20,"2,575","$34,030,343",,['Ari Sandel']
276,Woman in Gold,Woman in Gold,"$2,091,551",2015-04-01,258,"$33,307,793","['Helen Mirren', 'Ryan Reynolds', 'Katie Holmes', 'Max Irons']",
277,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,"$8,540,370",2015-03-06,"1,573","$33,078,266","['Judi Dench', 'Maggie Smith', 'Richard Gere', 'Dev Patel']",['John Madden']
278,Unfriended,Unfriended,"$15,845,115",2015-04-17,"2,739","$32,482,090",,[]
279,Entourage,Entourage,"$10,283,250",2015-06-03,"3,108","$32,363,404",['Billy Bob Thornton'],[]
280,Paper Towns,Paper Towns,"$12,650,140",2015-07-24,"3,031","$32,000,304",['Cara Delevigne'],['Jake Schreier']
281,Chappie,Chappie,"$13,346,782",2015-03-06,"3,201","$31,569,268","['Dev Patel', 'Sharlto Copley', 'Sigourney Weaver', 'Hugh Jackman']",['Neill Blomkamp']
282,Crimson Peak,Crimson Peak,"$13,143,310",2015-10-16,"2,984","$31,090,320","['Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston']",['Guillermo del Toro']
283,A Walk in the Woods,A Walk in the Woods,"$8,246,267",2015-09-02,"1,960","$29,504,281","['Robert Redford', 'Emma Thompson']",
284,Point Break (2015),Point Break,"$9,800,252",2015-12-25,"2,910","$28,782,481","['Luke Bracey', 'Teresa Palmer', 'Edgar Ramirez']",
285,Sinister 2,Sinister 2,"$10,542,116",2015-08-21,"2,766","$27,740,955",,[]
286,The Last Witch Hunter,The Last Witch Hunter,"$10,812,861",2015-10-23,"3,082","$27,367,660","['Vin Diesel', 'Elijah Wood', 'Michael Caine']",[]
287,No Escape,No Escape,"$8,111,264",2015-08-26,"3,355","$27,288,872","['Owen Wilson', 'Pierce Brosnan', 'Lake Bell']",['John Erick Dowdle']
288,Ricki and the Flash,Ricki and the Flash,"$6,610,961",2015-08-07,"1,603","$26,822,144","['Meryl Streep', 'Kevin Kline', 'Sebastian Stan']",['Jonathan Demme']
289,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,"$15,027,415",2015-01-02,"2,602","$26,501,323",,
290,Run All Night,Run All Night,"$11,012,305",2015-03-13,"3,171","$26,461,644","['Common', 'Liam Neeson', 'Ed Harris', 'Boyd Holbrook']",['Jaume Collet-Serra']
291,Love the Coopers,Love the Coopers,"$8,317,545",2015-11-13,"2,603","$26,302,731","['John Goodman', 'Ed Helms', 'Diane Keaton', 'Anthony Mackie', 'Amanda Seyfried', 'Marisa Tomei', 'Olivia Wilde']",[]
292,The Lazarus Effect,The Lazarus Effect,"$10,203,437",2015-02-27,"2,666","$25,801,047","['Olivia Wilde', 'Mark Duplass']",['David Gelb']
293,Ex Machina,Ex Machina,"$237,264",2015-04-10,4,"$25,442,958","['Oscar Isaac', 'Alicia Vikander']",['Alex Garland']
294,In the Heart of the Sea,In the Heart of the Sea,"$11,053,366",2015-12-11,"3,103","$25,020,758","['Tom Holland', 'Chris Hemsworth', 'Cillian Murphy', 'Ben Whishaw', 'Brendan Gleeson']",['Ron Howard']
295,The Gallows,The Gallows,"$9,808,463",2015-07-10,"2,720","$22,764,410",,
296,Hitman: Agent 47,Hitman: Agent 47,"$8,326,530",2015-08-21,"3,261","$22,467,450",[],
297,Project Almanac,Project Almanac,"$8,310,252",2015-01-30,"2,893","$22,348,241",,['Dean Israelite']
298,Black or White,Black or White,"$6,213,362",2015-01-30,"1,823","$21,571,189","['Kevin Costner', 'Octavia Spencer', 'Anthony Mackie']",['Mike Binder']
299,Aloha,Aloha,"$9,670,235",2015-05-29,"2,815","$21,067,116","['Bradley Cooper', 'Emma Stone', 'Rachel McAdams', 'Bill Murray', 'Jay Baruchel', 'John Krasinski', 'Alec Baldwin', 'Danny McBride']",['Cameron Crowe']
300,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"$155,081,681",2016-12-16,"4,157","$532,177,324","['Felicity Jones', 'Mads Mikkelsen', 'Alan Tudyk', 'Donnie Yen', 'Forest Whitaker', 'Diego Luna', 'Anthony Daniels*']",['Gareth Edwards']
301,Finding Dory,Finding Dory,"$135,060,273",2016-06-17,"4,305","$486,295,561","['Ellen DeGeneres', 'Albert Brooks', 'Ty Burrell*', 'Diane Keaton*', 'Idris Elba*', 'Andrew Stanton*', 'Bob Peterson*', 'Sigourney Weaver*']",['Andrew Stanton']
302,Captain America: Civil War,Captain America: Civil War,"$179,139,142",2016-05-06,"4,226","$408,084,349","['Chris Evans', 'Robert Downey, Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Paul Bettany', 'Jeremy Renner', 'Don Cheadle', 'Elizabeth Olsen', 'Paul Rudd', 'Chadwick Boseman', 'Frank Grillo', 'William Hurt', 'Martin Freeman', 'Tom Holland', 'Marisa Tomei']","['Anthony Russo', 'Joe Russo']"
303,The Secret Life of Pets,The Secret Life of Pets,"$104,352,905",2016-07-08,"4,370","$368,384,330","['Dana Carvey*', 'Kevin Hart']",['Chris Renaud']
304,The Jungle Book (2016),The Jungle Book,"$103,261,464",2016-04-15,"4,028","$364,001,123","['Scarlett Johansson', 'Idris Elba', ""Lupita Nyong'o"", 'Ben Kingsley', 'Christopher Walken', 'Bill Murray']",['Jon Favreau']
305,Deadpool,Deadpool,"$132,434,639",2016-02-12,"3,558","$363,070,709",['Ryan Reynolds'],[]
306,Zootopia,Zootopia,"$75,063,401",2016-03-04,"3,827","$341,268,248","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba', 'Octavia Spencer', 'Bonnie Hunt', 'Alan Tudyk']",['Rich Moore']
307,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,"$166,007,347",2016-03-25,"4,242","$330,360,194","['Henry Cavill', 'Ben Affleck', 'Gal Gadot', 'Jesse Eisenberg', 'Jeremy Irons', 'Amy Adams', 'Laurence Fishburne', 'Diane Lane', 'Holly Hunter', 'Kevin Costner*']",['Zack Snyder']
308,Suicide Squad,Suicide Squad,"$133,682,248",2016-08-05,"4,255","$325,100,054","['Will Smith', 'Margot Robbie', 'Jared Leto', 'Jai Courtney', 'Cara Delevigne', 'Viola Davis', 'Common', 'Ben Affleck*']",['David Ayer']
309,Sing,Sing,"$35,258,145",2016-12-21,"4,022","$270,395,425","['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane', 'Scarlett Johansson', 'John C. Reilly', 'Taron Egerton']",['Garth Jennings']
310,Moana,Moana,"$56,631,401",2016-11-23,"3,875","$248,757,044","['Dwayne Johnson', 'Jemaine Clement']",[]
311,Fantastic Beasts and Where To Find Them,Fantastic Beasts and Where To Find Them,"$74,403,387",2016-11-18,"4,144","$234,037,575","['Eddie Redmayne', 'Katherine Waterston', 'Ezra Miller', 'Dan Fogler', 'Colin Farrell', 'Jon Voight', 'Ron Perlman']",['David Yates']
312,Doctor Strange,Doctor Strange,"$85,058,311",2016-11-04,"3,882","$232,641,920","['Benedict Cumberbatch', 'Tilda Swinton', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Mads Mikkelsen']",['Scott Derrickson']
313,Hidden Figures,Hidden Figures,"$515,499",2016-12-25,25,"$169,607,287","['Taraji P. Henson', 'Octavia Spencer', 'Kirsten Dunst', 'Kevin Costner']",['Theodore Melfi']
314,Jason Bourne,Jason Bourne,"$59,215,365",2016-07-29,"4,026","$162,434,410","['Matt Damon', 'Tommy Lee Jones', 'Julia Stiles', 'Alicia Vikander']",['Paul Greengrass']
315,Star Trek Beyond,Star Trek Beyond,"$59,253,211",2016-07-22,"3,928","$158,848,340","['Sofia Boutella', 'Idris Elba', 'Simon Pegg', 'Chris Pine', 'Zoe Saldana', 'Karl Urban', 'Anton Yelchin']",['Justin Lin']
316,X-Men: Apocalypse,X-Men: Apocalypse,"$65,769,562",2016-05-27,"4,150","$155,442,489","['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Oscar Isaac', 'Nicholas Hoult', 'Rose Byrne', 'Tye Sheridan', 'Kodi Smit-McPhee', 'Hugh Jackman*']",['Bryan Singer']
317,Trolls,Trolls,"$46,581,142",2016-11-04,"4,060","$153,707,064","['Anna Kendrick', 'Justin Timberlake', 'Russell Brand', 'Zooey Deschanel', 'Christopher Mintz-Plasse', 'Quvenzhane Wallis']",['Mike Mitchell']
318,La La Land,La La Land,"$881,104",2016-12-09,5,"$151,101,803","['Ryan Gosling', 'Emma Stone']",['Damien Chazelle']
319,Kung Fu Panda 3,Kung Fu Panda 3,"$41,282,042",2016-01-29,"3,955","$143,528,619","['Jack Black', 'Jackie Chan', 'Bryan Cranston', 'Dustin Hoffman', 'Kate Hudson', 'Angelina Jolie', 'Lucy Liu', 'Seth Rogen']",['Jennifer Yuh Nelson']
