Zip,Median,Median_adjusted,Mean
47166,"50,419","56,470","57,875"
47167,"38,138","42,714","48,232"
47170,"43,936","49,208","52,073"
47172,"60,677","67,959","68,547"
47175,"35,911","40,220","42,417"
47177,"56,976","63,813","63,325"
47201,"54,636","61,193","66,339"
47203,"58,145","65,122","73,101"
47220,"48,181","53,963","55,742"
47223,"45,500","50,960","52,018"
47224,"40,866","45,770","54,672"
47226,"51,342","57,503","55,361"
47227,"49,797","55,773","52,168"
47229,"42,216","47,282","46,363"
47230,"45,077","50,486","52,223"
47231,"50,114","56,127","55,404"
47232,"52,466","58,762","64,740"
47234,"63,333","70,933","74,328"
47235,"50,071","56,079","61,955"
47240,"48,484","54,302","58,066"
47243,"37,799","42,334","47,183"
47244,"57,254","64,124","64,693"
47246,"53,553","59,979","58,350"
47247,"55,050","61,656","64,870"
47250,"43,445","48,658","54,435"
47260,"52,753","59,083","58,434"
47263,"53,073","59,442","65,726"
47264,"41,305","46,262","49,875"
47265,"43,548","48,774","48,177"
47270,"48,859","54,722","51,267"
47272,"48,742","54,591","67,491"
47273,"47,326","53,005","50,925"
47274,"46,421","51,991","54,205"
47280,"47,455","53,150","53,316"
47281,"47,927","53,678","54,791"
47282,"45,500","50,960","52,018"
47283,"47,630","53,346","54,295"
47302,"34,704","38,869","40,812"
47303,"34,881","39,067","41,514"
47304,"49,965","55,961","63,017"
47305,"19,295","21,610","27,083"
47306,"6,750","7,560","6,806"
47320,"47,014","52,656","61,026"
47324,"57,500","64,400","65,869"
47325,"43,569","48,797","51,271"
47326,"52,015","58,256","58,942"
47327,"43,677","48,919","52,494"
47330,"50,975","57,092","56,707"
47331,"36,761","41,172","46,421"
47334,"50,000","56,000","58,605"
47335,"40,014","44,816","50,047"
47336,"38,275","42,868","48,563"
47337,"41,113","46,047","50,754"
47338,"46,610","52,204","57,909"
47339,"48,266","54,058","57,652"
47340,"43,350","48,552","53,473"
47341,"57,111","63,964","72,871"
47342,"52,159","58,418","67,452"
47344,"51,547","57,733","57,317"
47345,"51,320","57,478","58,991"
47346,"49,206","55,111","57,126"
47348,"41,219","46,165","52,177"
47351,"51,547","57,733","57,317"
47352,"43,136","48,312","53,536"
47353,"44,522","49,865","48,353"
47354,"47,409","53,098","55,571"
47355,"45,780","51,274","52,683"
47356,"49,600","55,552","57,709"
47357,"46,507","52,088","56,927"
47358,"45,940","51,452","54,847"
47359,"43,009","48,170","51,456"
47360,"49,298","55,214","56,781"
47361,"49,177","55,078","56,251"
47362,"39,566","44,314","48,095"
47367,"56,902","63,730","62,962"
47368,"44,883","50,269","54,438"
47369,"42,253","47,323","51,295"
47371,"41,180","46,121","47,995"
47373,"40,677","45,558","50,784"
47374,"40,476","45,334","50,050"
47380,"43,467","48,683","52,106"
47381,"51,222","57,369","59,020"
47382,"44,464","49,800","49,937"
47383,"54,321","60,840","59,295"
47384,"56,085","62,816","65,081"
47385,"41,441","46,414","50,939"
47386,"49,350","55,272","56,329"
47387,"41,113","46,047","50,754"
47388,"51,547","57,733","57,317"
47390,"37,397","41,884","41,800"
47393,"48,278","54,072","57,450"
47394,"37,204","41,668","45,855"
47396,"54,550","61,096","68,756"
47401,"47,331","53,010","64,286"
47403,"40,628","45,503","50,327"
47404,"37,326","41,805","47,866"
47405,"8,994","10,074","14,151"
47406,"15,451","17,305","20,894"
47408,"30,447","34,100","43,175"
47420,"51,547","57,733","70,432"
47421,"36,272","40,624","45,583"
47424,"47,029","52,672","54,689"
47427,"50,091","56,102","59,599"
47429,"53,799","60,255","60,044"
47431,"41,777","46,791","50,831"
47432,"40,965","45,881","49,848"
47433,"51,366","57,529","56,608"
47434,"73,261","82,052","78,426"
47436,"40,451","45,305","44,546"
47437,"41,676","46,677","50,929"
47438,"37,337","41,818","44,610"
47441,"36,101","40,433","46,392"
47443,"51,402","57,570","55,409"
47446,"36,337","40,698","47,290"
47448,"48,883","54,749","62,456"
47449,"51,402","57,570","55,409"
47451,"51,547","57,733","70,432"
47452,"36,397","40,764","48,257"
47453,"43,385","48,591","51,987"
47454,"36,571","40,960","45,898"
47455,"50,694","56,777","60,155"
47456,"52,367","58,651","57,239"
47457,"48,411","54,220","54,132"
47458,"56,229","62,976","76,903"
47459,"50,902","57,010","62,356"
47460,"42,408","47,497","50,922"
47462,"49,772","55,745","65,574"
47464,"54,143","60,640","57,063"
47465,"40,549","45,415","50,573"
47467,"41,164","46,104","56,515"
47468,"55,523","62,185","68,586"
47469,"40,110","44,924","49,311"
47470,"41,752","46,763","50,767"
47471,"39,559","44,306","49,975"
47501,"43,949","49,223","55,167"
47512,"33,799","37,855","44,803"
47513,"47,235","52,904","51,361"
47514,"52,976","59,333","55,836"
47515,"52,976","59,333","55,836"
47516,"50,736","56,825","58,858"
47519,"44,276","49,589","56,613"
47520,"34,667","38,827","42,892"
47521,"49,771","55,744","53,396"
47522,"42,500","47,600","49,178"
47523,"58,185","65,167","63,463"
47524,"45,114","50,528","57,017"
47525,"49,773","55,745","61,983"
47527,"54,854","61,437","60,633"
47528,"41,159","46,098","48,216"
47529,"46,651","52,249","53,362"
47531,"54,442","60,976","64,379"
47532,"56,660","63,459","62,692"
47535,"41,159","46,098","48,216"
47536,"60,150","67,368","66,943"
47537,"45,307","50,743","49,767"
47541,"56,403","63,172","62,287"
47542,"47,287","52,961","55,218"
47546,"56,259","63,010","68,808"
47550,"55,789","62,484","64,984"
47551,"52,976","59,333","55,836"
47552,"60,150","67,368","66,943"
47553,"43,971","49,247","54,970"
47557,"53,640","60,077","56,696"
47558,"45,293","50,728","57,378"
47561,"49,987","55,985","58,135"
47562,"45,550","51,016","54,580"
47564,"41,972","47,008","49,517"
47567,"45,307","50,744","50,741"
47568,"52,258","58,529","56,376"
47574,"48,477","54,294","64,470"
47575,"54,936","61,529","60,662"
47576,"52,976","59,333","55,836"
47577,"59,328","66,447","65,670"
47578,"43,812","49,069","50,079"
47579,"60,150","67,368","66,943"
47580,"49,771","55,744","53,396"
47581,"43,317","48,515","53,949"
47584,"38,829","43,488","47,608"
47585,"39,040","43,725","46,280"
47586,"45,442","50,895","53,027"
47588,"50,884","56,991","62,959"
47590,"43,260","48,451","50,956"
47591,"38,031","42,595","47,550"
47596,"41,159","46,098","48,216"
47597,"53,640","60,077","56,696"
47598,"39,946","44,740","47,979"
47601,"52,795","59,131","68,101"
47610,"56,364","63,128","68,225"
47611,"44,494","49,833","51,162"
47612,"6,543","7,328","6,973"
47613,"51,508","57,689","58,146"
47615,"53,304","59,700","63,867"
47616,"3,766","4,218","3,974"
47619,"49,677","55,639","55,506"
47620,"56,618","63,412","67,345"
47630,"70,603","79,076","91,731"
47631,"49,782","55,756","63,706"
47633,"7,424","8,315","8,114"
47634,"53,328","59,727","65,481"
47635,"43,873","49,138","54,896"
47637,"50,662","56,741","51,370"
47638,"27,873","31,218","30,916"
47639,"64,559","72,306","69,475"
47640,"57,264","64,136","61,099"
47648,"63,535","71,160","68,252"
47649,"46,728","52,336","62,892"
47654,"38,395","43,002","44,761"
47660,"38,555","43,182","45,248"
47665,"52,970","59,327","56,111"
47666,"58,622","65,657","62,797"
47670,"39,566","44,314","51,431"
47683,"38,395","43,002","44,761"
47708,"31,136","34,872","35,042"
47710,"34,838","39,019","45,384"
47711,"48,001","53,761","58,004"
47712,"49,113","55,007","59,222"
47713,"25,817","28,915","35,832"
47714,"37,747","42,276","44,804"
47715,"48,567","54,395","64,140"
47720,"61,152","68,490","70,435"
47725,"79,176","88,677","93,047"
47802,"44,476","49,813","57,467"
47803,"48,619","54,453","60,878"
47804,"31,154","34,893","39,790"
47805,"48,681","54,523","56,135"
47807,"19,886","22,272","27,296"
47809,"15,188","17,011","24,260"
47832,"44,810","50,187","54,934"
47833,"51,149","57,287","57,441"
47834,"44,325","49,644","52,642"
47836,"47,096","52,748","55,011"
47837,"50,809","56,906","57,695"
47838,"46,178","51,720","49,838"
47840,"52,801","59,137","55,884"
47841,"44,838","50,219","54,642"
47842,"40,448","45,302","52,661"
47846,"52,399","58,687","55,544"
47847,"48,750","54,600","60,510"
47848,"45,115","50,529","49,938"
47849,"53,539","59,964","59,696"
47850,"46,851","52,474","54,257"
47853,"35,018","39,220","43,583"
47854,"48,750","54,600","60,510"
47855,"41,688","46,691","50,138"
47857,"35,018","39,220","43,583"
47858,"50,030","56,034","58,752"
47859,"44,984","50,382","55,165"
47860,"40,464","45,320","49,164"
47861,"53,539","59,964","59,696"
47862,"40,571","45,439","49,306"
47863,"45,482","50,940","55,258"
47865,"45,855","51,358","49,405"
47866,"65,892","73,799","72,389"
47868,"46,981","52,619","54,307"
47869,"63,681","71,323","67,640"
47871,"66,471","74,448","73,632"
47872,"37,520","42,023","49,054"
47874,"48,173","53,954","56,668"
47876,"45,482","50,940","55,258"
47879,"42,772","47,905","51,013"
47880,"45,482","50,940","55,258"
47881,"56,449","63,223","65,349"
47882,"41,514","46,496","53,712"
47884,"51,270","57,422","64,421"
47885,"45,318","50,756","53,289"
47901,"29,392","32,919","39,962"
47904,"32,204","36,069","40,659"
47905,"52,119","58,374","62,094"
47906,"35,806","40,103","47,819"
47909,"51,368","57,533","61,192"
47916,"61,313","68,671","76,323"
47917,"46,571","52,159","53,732"
47918,"43,907","49,175","50,568"
47920,"62,307","69,784","69,511"
47921,"45,314","50,752","49,884"
47922,"44,997","50,396","52,862"
47923,"51,842","58,063","56,888"
47924,"64,521","72,264","71,695"
47925,"34,573","38,722","42,397"
47926,"45,661","51,140","54,469"
47928,"6,264","7,016","7,776"
47929,"54,557","61,104","65,381"
47930,"57,516","64,417","77,235"
47932,"41,028","45,952","52,793"
47933,"48,378","54,183","56,282"
47940,"64,111","71,804","72,381"
47941,"62,370","69,854","78,249"
47942,"44,853","50,236","48,680"
47943,"59,730","66,897","64,508"
47944,"47,889","53,636","56,811"
47946,"52,958","59,312","62,123"
47948,"45,830","51,330","52,769"
47949,"46,212","51,757","51,659"
47950,"44,101","49,393","53,427"
47951,"46,192","51,735","67,435"
47952,"41,750","46,760","50,046"
47954,"47,326","53,005","52,432"
47955,"51,648","57,845","58,135"
47957,"40,573","45,441","46,373"
47958,"47,978","53,735","52,710"
47959,"40,570","45,438","53,863"
47960,"43,249","48,439","54,028"
47963,"43,074","48,243","54,234"
47964,"43,026","48,189","54,312"
47965,"45,395","50,842","53,958"
47966,"48,750","54,600","60,510"
47967,"50,396","56,444","57,458"
47968,"48,104","53,877","53,540"
47969,"44,556","49,903","49,321"
47970,"48,954","54,829","57,782"
47971,"45,898","51,406","54,098"
47975,"48,268","54,060","56,464"
47977,"52,977","59,334","59,220"
47978,"50,000","56,000","58,593"
47980,"54,736","61,304","64,808"
47981,"56,978","63,815","76,255"
47982,"49,841","55,822","63,313"
47983,"57,361","64,244","77,349"
47987,"46,880","52,505","52,030"
47989,"57,663","64,583","71,584"
47990,"61,664","69,064","70,899"
47991,"49,841","55,822","63,313"
47992,"59,100","66,192","82,781"
47993,"49,028","54,912","59,658"
47994,"49,625","55,580","55,255"
47995,"55,927","62,639","60,710"
47997,"49,531","55,475","56,409"
48001,"52,041","58,286","61,611"
48002,"56,502","63,282","64,076"
48003,"60,056","67,263","70,189"
48005,"70,451","78,905","77,180"
48006,"58,712","65,757","65,205"
48009,"112,772","126,304","158,797"
48014,"48,900","54,768","56,284"
48015,"33,760","37,811","43,455"
48017,"55,763","62,454","66,676"
48021,"45,614","51,087","52,426"
48022,"56,818","63,636","62,467"
48023,"48,901","54,769","63,763"
48025,"121,230","135,778","159,327"
48026,"54,461","60,996","69,071"
48027,"62,664","70,184","61,400"
48028,"56,477","63,254","90,751"
48030,"34,955","39,150","42,397"
48032,"57,652","64,571","67,223"
48033,"48,679","54,520","57,740"
48034,"46,161","51,701","56,521"
48035,"45,996","51,516","56,144"
48036,"49,516","55,457","60,922"
48038,"56,119","62,854","67,880"
48039,"47,010","52,651","54,108"
48040,"57,397","64,285","65,550"
48041,"63,905","71,574","73,180"
48042,"83,446","93,459","88,351"
48043,"33,994","38,073","48,220"
48044,"76,191","85,334","84,159"
48045,"54,660","61,219","67,715"
48047,"70,975","79,492","80,186"
48048,"59,900","67,088","65,021"
48049,"57,343","64,224","64,954"
48050,"60,923","68,234","79,245"
48051,"69,484","77,822","74,383"
48054,"56,626","63,421","71,675"
48059,"53,832","60,292","70,326"
48060,"36,987","41,426","46,336"
48062,"58,233","65,221","67,564"
48063,"62,685","70,207","70,613"
48064,"55,327","61,966","63,629"
48065,"44,802","50,178","56,875"
48066,"43,247","48,437","50,827"
48067,"63,015","70,577","77,509"
48069,"106,250","119,000","130,664"
48070,"106,117","118,851","138,512"
48071,"46,703","52,307","54,893"
48072,"66,267","74,219","76,191"
48073,"61,483","68,861","73,111"
48074,"54,681","61,242","58,455"
48075,"55,934","62,646","68,594"
48076,"65,737","73,625","76,864"
48079,"58,193","65,176","71,832"
48080,"50,806","56,902","59,579"
48081,"57,418","64,309","67,264"
48082,"53,979","60,457","60,738"
48083,"68,166","76,345","79,670"
48084,"89,480","100,218","112,829"
48085,"97,908","109,657","111,891"
48088,"53,813","60,271","61,767"
48089,"39,492","44,231","44,919"
48091,"38,423","43,033","46,257"
48092,"50,858","56,961","60,308"
48093,"49,959","55,954","60,613"
48094,"76,545","85,731","94,934"
48095,"81,140","90,877","92,708"
48096,"67,344","75,425","96,911"
48097,"46,129","51,664","54,183"
48098,"121,122","135,656","145,977"
48101,"55,901","62,609","65,679"
48103,"75,247","84,277","92,986"
48104,"53,342","59,743","73,440"
48105,"61,316","68,674","87,248"
48108,"64,258","71,969","81,959"
48109,"21,223","23,770","20,592"
48111,"56,190","62,933","67,480"
48114,"84,964","95,160","97,270"
48116,"78,388","87,795","94,744"
48117,"55,598","62,269","66,591"
48118,"71,453","80,028","84,860"
48120,"39,234","43,942","51,736"
48122,"39,230","43,937","46,214"
48124,"62,889","70,436","74,862"
48125,"48,102","53,874","55,347"
48126,"31,505","35,286","44,308"
48127,"49,839","55,820","59,896"
48128,"79,466","89,002","89,542"
48130,"85,617","95,892","102,628"
48131,"53,939","60,412","61,648"
48133,"46,763","52,374","62,175"
48134,"62,767","70,299","72,369"
48135,"54,752","61,322","62,503"
48137,"67,114","75,168","73,151"
48138,"83,245","93,234","103,930"
48139,"75,370","84,414","78,933"
48140,"69,673","78,034","78,130"
48141,"32,810","36,747","39,783"
48143,"91,087","102,017","99,841"
48144,"74,721","83,688","85,564"
48145,"62,976","70,533","68,983"
48146,"43,290","48,485","49,352"
48150,"65,765","73,657","73,488"
48152,"74,356","83,278","84,527"
48154,"74,073","82,962","83,412"
48157,"44,609","49,962","55,816"
48158,"71,476","80,053","79,585"
48159,"62,021","69,464","66,965"
48160,"42,504","47,604","45,566"
48161,"46,794","52,410","58,030"
48162,"53,589","60,020","63,354"
48164,"58,326","65,325","70,914"
48165,"71,963","80,599","84,244"
48166,"54,518","61,061","63,898"
48167,"89,952","100,746","109,282"
48168,"101,476","113,654","120,534"
48169,"77,445","86,738","90,598"
48170,"87,173","97,634","104,191"
48173,"62,940","70,493","74,422"
48174,"48,757","54,608","55,767"
48176,"45,047","50,453","52,010"
48177,"64,211","71,916","68,849"
48178,"69,595","77,946","83,437"
48179,"54,993","61,592","68,998"
48180,"44,153","49,451","52,207"
48182,"63,819","71,477","70,928"
48183,"58,553","65,580","70,036"
48184,"45,404","50,852","53,556"
48185,"44,205","49,510","53,596"
48186,"49,600","55,551","56,642"
48187,"80,909","90,618","89,760"
48188,"84,191","94,294","92,365"
48189,"68,669","76,909","80,220"
48190,"67,005","75,046","71,443"
48191,"66,718","74,724","72,366"
48192,"50,789","56,884","59,451"
48193,"49,073","54,962","62,683"
48195,"47,433","53,125","56,109"
48197,"51,186","57,328","59,201"
48198,"43,580","48,810","52,862"
48201,"14,177","15,878","26,514"
48202,"23,146","25,924","35,311"
48203,"24,651","27,609","33,247"
48204,"24,153","27,051","33,634"
48205,"30,872","34,577","38,911"
48206,"24,899","27,887","32,480"
48207,"23,451","26,265","32,066"
48208,"17,400","19,488","24,834"
48209,"26,316","29,474","34,245"
48210,"25,752","28,842","31,990"
48211,"24,220","27,127","31,663"
48212,"25,257","28,288","32,956"
48213,"23,680","26,521","32,389"
48214,"24,171","27,072","35,799"
48215,"25,916","29,026","32,177"
48216,"20,777","23,270","31,138"
48217,"30,728","34,415","38,663"
48218,"25,708","28,793","34,032"
48219,"37,324","41,803","45,883"
48220,"47,433","53,125","54,981"
48221,"42,546","47,651","51,105"
48223,"37,440","41,933","43,660"
48224,"35,655","39,933","45,248"
48225,"44,970","50,366","54,008"
48226,"31,841","35,662","45,614"
48227,"32,118","35,972","40,601"
48228,"29,123","32,618","38,494"
48229,"29,010","32,491","37,690"
48230,"99,861","111,844","127,633"
48234,"27,754","31,085","36,489"
48235,"34,838","39,019","45,546"
48236,"94,962","106,357","126,790"
48237,"50,824","56,923","58,981"
48238,"26,092","29,223","35,101"
48239,"54,438","60,971","59,851"
48240,"49,978","55,975","56,858"
48301,"125,916","141,025","180,578"
48302,"111,023","124,345","174,013"
48304,"115,776","129,670","174,733"
48306,"116,459","130,434","139,913"
48307,"73,307","82,104","87,238"
48309,"82,084","91,934","102,721"
48310,"56,943","63,776","65,435"
48312,"58,472","65,489","68,831"
48313,"63,797","71,452","73,170"
48314,"60,129","67,344","71,911"
48315,"79,231","88,739","94,358"
48316,"76,891","86,118","85,987"
48317,"54,021","60,504","63,274"
48320,"59,737","66,906","73,694"
48322,"95,349","106,791","120,600"
48323,"110,039","123,244","145,467"
48324,"102,011","114,252","137,872"
48326,"50,984","57,102","61,237"
48327,"55,640","62,317","65,453"
48328,"49,891","55,877","64,656"
48329,"64,856","72,639","79,951"
48331,"97,819","109,557","123,059"
48334,"74,274","83,187","93,812"
48335,"68,311","76,509","87,291"
48336,"59,274","66,387","75,963"
48340,"32,289","36,164","42,669"
48341,"36,961","41,396","43,157"
48342,"24,533","27,477","34,220"
48346,"62,510","70,011","77,091"
48348,"96,851","108,473","111,925"
48350,"75,752","84,842","93,323"
48353,"74,566","83,514","83,803"
48356,"76,279","85,433","83,974"
48357,"62,355","69,838","79,299"
48359,"63,483","71,101","80,672"
48360,"86,424","96,795","98,132"
48362,"74,731","83,698","89,088"
48363,"90,615","101,489","108,062"
48367,"81,098","90,830","101,862"
48370,"90,642","101,519","107,247"
48371,"74,145","83,042","83,530"
48374,"132,599","148,511","158,447"
48375,"79,286","88,801","96,969"
48377,"61,494","68,873","76,687"
48380,"92,627","103,742","109,088"
48381,"75,285","84,320","87,662"
48382,"92,114","103,168","107,359"
48383,"75,553","84,619","87,334"
48386,"69,606","77,959","79,394"
48390,"66,036","73,960","79,791"
48393,"61,456","68,830","70,328"
48397,"22,813","25,551","30,302"
48401,"39,352","44,074","47,692"
48411,"96,783","108,397","103,101"
48412,"57,996","64,956","65,630"
48413,"38,000","42,560","53,806"
48414,"53,317","59,715","58,976"
48415,"54,129","60,624","65,274"
48416,"42,820","47,958","53,070"
48417,"51,426","57,597","61,223"
48418,"57,764","64,696","64,792"
48419,"38,904","43,573","47,291"
48420,"49,723","55,690","60,403"
48421,"56,948","63,781","66,820"
48422,"45,129","50,544","55,182"
48423,"49,588","55,538","60,753"
48426,"40,183","45,005","46,442"
48427,"38,300","42,896","46,627"
48428,"72,571","81,280","105,582"
48429,"42,502","47,602","50,581"
48430,"68,950","77,224","80,569"
48432,"40,434","45,286","50,136"
48433,"59,575","66,724","71,475"
48434,"41,366","46,330","48,517"
48435,"51,173","57,313","58,767"
48436,"60,746","68,036","68,850"
48437,"39,077","43,766","52,429"
48438,"87,818","98,357","96,136"
48439,"62,714","70,240","77,269"
48440,"75,421","84,472","84,118"
48441,"39,666","44,426","49,322"
48442,"65,451","73,305","74,472"
48444,"48,691","54,534","56,857"
48445,"38,685","43,327","47,225"
48446,"45,435","50,888","54,951"
48449,"29,983","33,581","33,291"
48450,"41,688","46,690","50,610"
48451,"68,068","76,236","76,770"
48453,"40,797","45,692","49,838"
48454,"44,546","49,891","51,718"
48455,"67,615","75,728","83,389"
48456,"42,595","47,706","49,696"
48457,"48,046","53,811","60,461"
48458,"34,081","38,171","47,503"
48460,"16,784","18,798","20,809"
48461,"52,181","58,442","65,437"
48462,"75,428","84,479","85,216"
48463,"51,201","57,345","58,946"
48464,"49,051","54,937","53,411"
48465,"41,659","46,659","48,720"
48466,"45,074","50,482","51,882"
48467,"35,549","39,815","48,614"
48468,"40,833","45,733","54,068"
48469,"42,149","47,206","50,019"
48470,"41,091","46,022","50,740"
48471,"36,885","41,311","45,098"
48472,"40,403","45,251","46,733"
48473,"53,849","60,311","63,441"
48475,"43,798","49,054","52,424"
48476,"37,887","42,433","45,891"
48502,"24,790","27,765","31,562"
48503,"30,120","33,735","39,424"
48504,"30,226","33,853","36,993"
48505,"21,293","23,848","27,368"
48506,"33,562","37,589","41,595"
48507,"37,731","42,259","45,778"
48509,"50,895","57,003","61,597"
48519,"44,809","50,187","55,097"
48529,"32,615","36,529","40,868"
48532,"46,510","52,092","59,068"
48554,"44,177","49,478","54,649"
48601,"26,751","29,961","34,889"
48602,"33,559","37,586","42,507"
48603,"50,915","57,024","66,717"
48604,"42,566","47,674","49,484"
48607,"16,167","18,107","21,636"
48609,"52,972","59,329","65,306"
48610,"37,239","41,708","44,607"
48611,"55,589","62,260","65,714"
48612,"38,159","42,738","47,420"
48613,"41,387","46,353","51,073"
48614,"48,940","54,813","53,199"
48615,"45,769","51,262","57,035"
48616,"45,293","50,728","55,300"
48617,"38,357","42,960","50,778"
48618,"43,102","48,274","51,140"
48619,"36,018","40,340","42,160"
48621,"32,837","36,778","39,999"
48622,"40,016","44,818","49,062"
48623,"71,117","79,651","84,779"
48624,"36,920","41,350","47,246"
48625,"27,085","30,336","33,954"
48626,"60,737","68,026","67,256"
48627,"37,813","42,351","44,829"
48628,"45,990","51,509","58,412"
48629,"34,102","38,194","41,682"
48630,"28,327","31,726","35,246"
48631,"54,404","60,932","65,894"
48632,"35,768","40,060","44,291"
48633,"32,869","36,813","38,207"
48634,"53,373","59,777","64,723"
48635,"29,072","32,560","35,336"
48636,"32,250","36,120","46,469"
48637,"49,502","55,442","58,552"
48638,"53,720","60,166","62,166"
48640,"49,204","55,109","68,515"
48642,"58,763","65,815","77,528"
48647,"31,638","35,435","41,972"
48649,"46,561","52,148","51,891"
48650,"44,327","49,647","55,045"
48651,"32,548","36,453","41,163"
48652,"40,031","44,834","50,649"
48653,"37,821","42,360","49,400"
48654,"12,576","14,085","16,983"
48655,"48,498","54,318","58,274"
48656,"13,282","14,876","17,772"
48657,"50,580","56,650","65,509"
48658,"35,225","39,452","44,484"
48659,"40,348","45,190","47,113"
48661,"38,528","43,151","49,461"
48662,"44,073","49,362","56,085"
48701,"43,940","49,213","51,826"
48703,"30,407","34,056","42,968"
48705,"33,088","37,058","40,640"
48706,"44,157","49,456","57,387"
48708,"38,128","42,703","47,104"
48720,"38,147","42,725","46,469"
48721,"36,071","40,400","46,794"
48722,"50,322","56,360","56,457"
48723,"39,063","43,751","49,467"
48724,"42,869","48,013","46,944"
48725,"42,219","47,286","53,746"
48726,"40,095","44,907","49,426"
48727,"45,989","51,508","53,898"
48728,"32,366","36,250","39,030"
48729,"44,512","49,854","54,464"
48730,"41,132","46,068","53,823"
48731,"43,642","48,879","54,125"
48732,"42,070","47,118","54,789"
48733,"44,280","49,594","51,971"
48734,"62,470","69,966","79,295"
48735,"39,638","44,394","48,932"
48737,"27,648","30,966","33,532"
48738,"35,622","39,896","45,460"
48739,"33,988","38,067","41,512"
48740,"35,873","40,177","45,996"
48741,"41,860","46,883","50,571"
48742,"36,238","40,586","45,970"
48743,"32,113","35,967","38,893"
48744,"41,618","46,613","49,921"
48745,"35,149","39,367","44,446"
48746,"46,735","52,343","55,472"
48747,"50,017","56,019","61,029"
48748,"35,801","40,097","44,588"
48749,"37,886","42,432","46,520"
48750,"30,006","33,607","37,471"
48754,"40,991","45,910","49,757"
48755,"39,288","44,002","49,552"
48756,"26,578","29,768","34,138"
48757,"46,725","52,332","57,036"
48759,"38,705","43,349","46,805"
48760,"43,959","49,234","51,703"
48761,"7,861","8,805","9,590"
48762,"33,799","37,855","43,126"
48763,"36,607","41,000","47,280"
48765,"11,783","13,196","15,279"
48766,"9,040","10,125","11,009"
48767,"43,607","48,840","51,529"
48768,"42,542","47,647","51,419"
48770,"35,702","39,986","44,955"
48801,"20,776","23,269","25,974"
48806,"47,727","53,454","52,763"
48807,"47,530","53,234","51,951"
48808,"66,030","73,954","73,278"
48809,"43,513","48,735","51,282"
48811,"43,513","48,734","53,357"
48813,"51,854","58,077","59,551"
48815,"56,811","63,629","66,182"
48816,"63,899","71,567","70,365"
48817,"35,539","39,804","43,205"
48818,"37,904","42,453","43,869"
48819,"56,753","63,564","65,632"
48820,"70,742","79,231","83,688"
48821,"60,331","67,571","70,986"
48822,"71,506","80,087","80,032"
48823,"35,754","40,044","50,589"
48827,"57,567","64,475","64,148"
48829,"32,899","36,846","40,256"
48831,"48,207","53,992","55,854"
48834,"43,990","49,269","51,296"
48835,"58,578","65,607","65,695"
48836,"61,794","69,209","67,312"
48837,"64,796","72,572","73,958"
48838,"40,444","45,297","51,401"
48840,"60,461","67,716","73,504"
48841,"45,748","51,237","54,599"
48842,"53,166","59,546","62,672"
48843,"67,898","76,046","79,651"
48845,"49,648","55,605","53,534"
48846,"35,536","39,800","42,428"
48847,"47,049","52,695","54,376"
48848,"63,206","70,790","72,566"
48849,"37,171","41,632","50,106"
48850,"37,886","42,432","47,791"
48851,"51,758","57,969","56,750"
48852,"35,731","40,019","44,155"
48853,"57,391","64,278","58,932"
48854,"60,155","67,374","73,757"
48855,"71,093","79,625","77,244"
48856,"47,142","52,799","58,191"
48857,"51,817","58,035","59,137"
48858,"34,080","38,170","47,941"
48860,"48,241","54,030","51,944"
48861,"61,538","68,922","67,285"
48864,"79,311","88,828","98,094"
48865,"47,369","53,053","53,167"
48866,"47,376","53,062","55,052"
48867,"40,743","45,632","49,283"
48870,"48,241","54,030","51,944"
48871,"47,266","52,938","58,571"
48872,"53,716","60,162","62,208"
48873,"51,121","57,255","55,555"
48874,"47,450","53,144","56,428"
48875,"56,392","63,159","64,123"
48876,"56,524","63,307","62,663"
48877,"2,643","2,960","3,233"
48878,"47,330","53,010","58,271"
48879,"53,440","59,852","63,315"
48880,"30,939","34,652","42,402"
48881,"54,415","60,944","62,436"
48883,"47,646","53,364","54,442"
48884,"40,365","45,209","49,355"
48885,"38,752","43,402","47,853"
48886,"39,326","44,045","46,177"
48888,"36,728","41,135","44,681"
48889,"20,937","23,450","25,959"
48890,"52,403","58,691","59,944"
48891,893,"1,000","1,104"
48892,"67,014","75,056","71,497"
48893,"45,937","51,449","56,173"
48894,"68,478","76,696","74,558"
48895,"75,670","84,750","85,776"
48896,"47,028","52,671","57,535"
48897,754,845,827
48906,"38,508","43,129","46,847"
48910,"39,265","43,977","45,563"
48911,"43,315","48,513","53,552"
48912,"39,416","44,146","47,122"
48915,"37,416","41,906","44,265"
48917,"54,513","61,054","62,340"
48933,"26,661","29,860","36,161"
49001,"31,167","34,907","41,483"
49002,"53,428","59,839","65,829"
49004,"43,666","48,905","56,578"
49006,"30,853","34,555","41,670"
49007,"22,183","24,845","34,657"
49008,"32,638","36,555","49,093"
49009,"59,731","66,899","73,867"
49010,"45,071","50,480","52,759"
49011,"52,112","58,365","56,559"
49012,"67,273","75,345","87,375"
49013,"40,380","45,226","48,869"
49014,"43,969","49,246","52,585"
49015,"51,596","57,788","64,983"
49017,"43,493","48,712","53,946"
49021,"53,631","60,066","61,967"
49022,"27,009","30,251","35,863"
49024,"56,892","63,719","72,906"
49026,"11,725","13,132","14,217"
49027,"37,854","42,396","49,447"
49028,"39,176","43,877","48,172"
