Zip,Median,Median_adjusted,Mean
71063,"35,440","39,693","55,362"
71064,"34,135","38,231","45,542"
71065,"38,298","42,894","53,445"
71067,"44,443","49,776","56,273"
71068,"28,440","31,853","38,095"
71069,"22,833","25,573","39,168"
71070,"33,906","37,975","45,379"
71071,"37,288","41,763","45,388"
71072,"48,277","54,070","58,670"
71073,"45,575","51,044","51,584"
71075,"28,945","32,419","43,529"
71078,"49,006","54,887","59,633"
71079,"35,472","39,729","50,928"
71082,"26,743","29,952","42,659"
71101,"20,627","23,102","27,643"
71103,"18,892","21,159","25,412"
71104,"38,234","42,822","48,947"
71105,"54,829","61,409","66,566"
71106,"63,201","70,785","92,973"
71107,"36,253","40,603","50,870"
71108,"28,532","31,955","32,788"
71109,"24,238","27,147","32,657"
71110,"33,906","37,975","43,813"
71111,"58,131","65,106","70,256"
71112,"50,504","56,564","60,449"
71115,"55,631","62,307","73,244"
71118,"44,150","49,448","53,069"
71119,"47,303","52,979","61,128"
71129,"42,080","47,130","56,021"
71201,"49,410","55,339","70,864"
71202,"24,999","27,999","32,602"
71203,"41,108","46,041","53,831"
71209,"19,219","21,525","37,957"
71219,"43,006","48,167","60,070"
71220,"29,803","33,380","39,661"
71222,"32,963","36,918","43,072"
71223,"33,750","37,800","42,960"
71225,"53,172","59,552","69,753"
71226,"35,512","39,773","47,174"
71227,"42,510","47,612","65,046"
71229,"36,656","41,054","49,944"
71232,"40,555","45,421","50,149"
71233,"27,083","30,333","46,519"
71234,"47,661","53,381","64,538"
71235,"48,000","53,760","61,844"
71237,"39,709","44,474","48,640"
71238,"44,641","49,998","54,362"
71241,"32,289","36,163","42,271"
71243,"48,669","54,509","57,500"
71245,"21,215","23,761","31,569"
71247,"44,716","50,082","49,673"
71250,"33,750","37,800","42,960"
71251,"43,631","48,866","49,799"
71253,"33,433","37,445","44,553"
71254,"13,034","14,599","30,793"
71256,"31,086","34,817","42,133"
71259,"37,955","42,510","45,685"
71260,"2,921","3,271","3,829"
71261,"31,797","35,612","40,104"
71263,"32,634","36,550","46,236"
71264,"44,226","49,533","56,776"
71266,"38,882","43,548","45,893"
71268,"44,208","49,514","49,654"
71269,"36,782","41,196","48,221"
71270,"34,049","38,135","51,615"
71272,"21,864","24,488","36,424"
71275,"44,075","49,364","52,222"
71276,"28,961","32,436","96,337"
71277,"24,933","27,925","32,954"
71279,"56,276","63,029","72,975"
71280,"49,306","55,223","65,762"
71282,"26,885","30,111","38,773"
71286,"28,961","32,436","96,337"
71291,"51,515","57,697","63,887"
71292,"42,149","47,206","54,314"
71295,"31,084","34,814","46,305"
71301,"33,641","37,677","54,929"
71302,"30,408","34,057","40,757"
71303,"52,400","58,688","66,235"
71316,"41,580","46,570","53,565"
71322,"32,554","36,460","45,787"
71323,"45,375","50,820","54,263"
71325,"43,776","49,030","56,316"
71326,"20,849","23,351","33,542"
71327,"35,224","39,451","49,042"
71328,"55,716","62,402","64,489"
71331,"45,375","50,820","54,263"
71333,"35,190","39,412","48,877"
71334,"24,906","27,895","35,972"
71336,"32,079","35,928","50,394"
71339,"35,860","40,163","43,931"
71341,"28,103","31,475","43,407"
71342,"37,823","42,362","53,782"
71343,"32,618","36,532","41,773"
71345,"28,692","32,135","39,344"
71346,"42,318","47,396","56,134"
71350,"28,030","31,394","43,640"
71351,"28,844","32,306","41,688"
71353,"32,709","36,634","45,868"
71354,"41,580","46,570","53,565"
71355,"35,751","40,042","45,726"
71356,"32,132","35,987","43,537"
71357,"29,744","33,313","40,232"
71358,"29,139","32,636","40,225"
71360,"45,981","51,499","58,592"
71362,"33,809","37,866","42,843"
71366,"27,278","30,551","39,603"
71367,"53,427","59,838","60,025"
71369,"35,597","39,869","44,604"
71371,"44,991","50,389","62,749"
71373,"37,419","41,909","44,120"
71375,"27,319","30,597","39,638"
71377,"41,580","46,570","53,565"
71378,"30,545","34,210","42,579"
71403,"47,047","52,693","56,011"
71404,"36,750","41,161","46,965"
71405,"39,638","44,394","50,354"
71406,"36,428","40,799","51,380"
71407,"40,395","45,242","51,866"
71409,"45,049","50,454","55,809"
71410,"38,105","42,678","48,889"
71411,"29,487","33,026","40,470"
71414,"28,854","32,316","40,351"
71416,"33,135","37,111","44,233"
71417,"36,228","40,576","48,739"
71418,"39,834","44,614","55,418"
71419,"36,402","40,770","50,503"
71422,"32,640","36,557","43,272"
71423,"44,097","49,389","55,685"
71424,"50,702","56,786","61,015"
71426,"41,514","46,495","52,258"
71427,"41,338","46,299","50,965"
71429,"41,490","46,469","52,973"
71430,"39,238","43,947","46,797"
71432,"43,846","49,108","50,420"
71433,"39,102","43,794","47,466"
71435,"35,852","40,154","45,029"
71438,"29,819","33,398","37,330"
71439,"45,196","50,620","53,400"
71441,"31,705","35,510","40,021"
71446,"34,464","38,599","42,597"
71447,"39,259","43,970","49,015"
71449,"33,762","37,813","51,158"
71450,"43,698","48,941","61,479"
71452,"33,135","37,111","44,233"
71454,"34,582","38,731","43,884"
71455,"39,607","44,360","49,545"
71456,"33,135","37,111","44,233"
71457,"31,323","35,082","44,730"
71459,"54,578","61,127","39,422"
71461,"40,255","45,086","50,239"
71462,"34,988","39,187","48,574"
71463,"33,310","37,308","46,451"
71465,"3,479","3,897","4,751"
71466,"44,099","49,391","53,231"
71467,"43,860","49,124","56,432"
71468,"41,013","45,935","52,440"
71469,"42,216","47,282","56,217"
71472,"44,099","49,391","53,231"
71473,"31,363","35,127","41,960"
71479,"13,116","14,689","17,784"
71483,"31,197","34,940","41,993"
71485,"65,172","72,993","76,598"
71486,"33,548","37,574","47,368"
71601,"24,078","26,967","33,936"
71602,"46,782","52,396","54,195"
71603,"40,690","45,573","53,248"
71630,"37,143","41,600","45,290"
71631,"26,397","29,565","44,558"
71635,"36,357","40,720","45,109"
71638,"22,151","24,809","35,651"
71639,"33,075","37,044","43,908"
71640,"18,614","20,848","32,473"
71642,"35,506","39,766","41,084"
71643,"21,799","24,415","31,293"
71644,"20,972","23,489","30,721"
71646,"35,792","40,087","47,606"
71647,"26,444","29,617","44,558"
71651,"26,397","29,565","44,558"
71652,"34,224","38,331","45,277"
71653,"27,821","31,159","43,099"
71654,"23,876","26,742","37,201"
71655,"32,635","36,551","45,878"
71658,"34,229","38,336","43,833"
71659,"19,982","22,380","45,262"
71660,"33,244","37,233","44,000"
71661,"33,691","37,734","45,474"
71662,"27,601","30,913","35,021"
71663,"34,013","38,095","45,991"
71665,"38,344","42,945","50,930"
71666,"37,143","41,600","45,290"
71667,"36,186","40,528","52,407"
71670,"32,330","36,210","42,808"
71671,"32,507","36,408","45,932"
71674,"37,022","41,465","45,590"
71675,"35,388","39,635","47,984"
71676,"32,190","36,052","49,410"
71677,"27,328","30,607","39,750"
71701,"31,202","34,946","41,743"
71711,"29,553","33,099","39,143"
71720,"30,055","33,661","41,566"
71722,"43,000","48,160","51,284"
71724,"44,605","49,958","53,742"
71725,"32,325","36,204","39,797"
71726,"30,979","34,697","43,444"
71730,"36,552","40,938","48,787"
71740,"45,315","50,752","58,424"
71742,"26,678","29,880","38,803"
71743,"33,532","37,556","41,995"
71744,"32,346","36,227","40,421"
71745,"34,809","38,986","41,548"
71747,"31,080","34,810","39,694"
71749,"80,644","90,321","102,976"
71751,"36,563","40,951","44,922"
71752,"33,393","37,400","52,104"
71753,"37,285","41,759","47,362"
71758,"49,500","55,440","60,965"
71759,"44,605","49,958","53,742"
71762,"43,968","49,245","54,411"
71763,"38,750","43,400","44,140"
71764,"37,628","42,143","46,712"
71765,"33,981","38,059","42,622"
71766,"30,039","33,644","39,365"
71770,"36,785","41,199","53,643"
71772,"33,550","37,576","41,979"
71801,"33,785","37,839","43,318"
71820,"29,082","32,572","39,150"
71822,"32,920","36,870","45,934"
71823,"33,125","37,100","53,561"
71825,"39,452","44,186","47,378"
71826,"32,193","36,056","54,077"
71827,"27,842","31,183","41,602"
71832,"31,853","35,676","39,445"
71833,"38,690","43,333","60,224"
71834,"41,064","45,992","46,800"
71835,"41,412","46,381","49,253"
71836,"40,621","45,495","43,406"
71837,"42,475","47,572","48,583"
71838,"40,766","45,658","47,921"
71839,"55,634","62,310","65,207"
71841,"38,208","42,793","43,397"
71842,"37,736","42,264","46,157"
71845,"25,584","28,654","41,448"
71846,"33,961","38,036","52,034"
71847,"39,452","44,186","47,378"
71851,"34,191","38,294","43,027"
71852,"34,912","39,101","44,892"
71853,"33,333","37,333","47,776"
71854,"39,975","44,772","49,131"
71855,"39,998","44,798","47,228"
71857,"37,294","41,770","52,292"
71858,"39,809","44,586","46,800"
71859,"38,059","42,626","45,367"
71860,"26,363","29,527","41,372"
71861,"41,313","46,270","59,350"
71862,"40,547","45,412","47,078"
71865,"29,082","32,572","39,150"
71866,"29,082","32,572","39,150"
71901,"35,511","39,772","50,828"
71909,"46,939","52,572","58,420"
71913,"38,794","43,450","53,563"
71921,"31,904","35,733","42,531"
71922,"38,342","42,943","51,116"
71923,"33,162","37,141","48,389"
71929,"35,845","40,147","45,032"
71933,"39,479","44,217","53,050"
71935,"33,333","37,333","53,650"
71937,"34,905","39,093","41,906"
71940,"38,342","42,943","51,116"
71941,"41,376","46,341","48,151"
71943,"30,383","34,029","44,337"
71944,"34,347","38,469","40,681"
71945,"31,858","35,681","43,014"
71949,"42,161","47,220","47,279"
71950,"34,828","39,008","46,345"
71952,"35,436","39,688","46,936"
71953,"32,157","36,015","41,216"
71956,"32,786","36,720","42,636"
71957,"39,891","44,678","45,911"
71958,"37,648","42,166","50,224"
71959,"36,597","40,989","51,709"
71960,"33,333","37,333","53,650"
71961,"30,767","34,459","49,908"
71962,"32,659","36,578","42,794"
71964,"44,768","50,141","57,632"
71965,"30,744","34,433","49,874"
71968,"39,464","44,199","50,323"
71969,"30,744","34,433","49,874"
71970,"38,382","42,988","46,474"
71971,"38,075","42,644","57,783"
71972,"35,196","39,420","41,968"
71973,"34,524","38,667","41,480"
71998,"40,469","45,325","58,026"
71999,"35,458","39,713","55,110"
72001,"38,128","42,703","49,645"
72002,"55,482","62,140","65,701"
72003,"42,733","47,861","52,490"
72004,"29,527","33,070","37,675"
72005,"29,292","32,807","46,370"
72006,"24,702","27,666","32,616"
72007,"60,487","67,746","68,174"
72010,"31,378","35,143","40,446"
72011,"54,276","60,789","60,649"
72012,"43,715","48,961","55,846"
72013,"29,182","32,684","42,795"
72014,"29,292","32,807","46,370"
72015,"45,173","50,594","53,924"
72016,"45,476","50,933","53,328"
72017,"33,534","37,558","38,618"
72019,"58,835","65,895","72,024"
72020,"31,290","35,045","43,822"
72021,"26,305","29,461","35,388"
72022,"51,938","58,170","63,325"
72023,"55,736","62,424","64,831"
72024,"41,000","45,920","49,522"
72025,"31,632","35,428","44,949"
72026,"45,000","50,400","54,018"
72027,"29,861","33,444","49,046"
72029,"33,519","37,541","42,238"
72030,"29,078","32,568","44,112"
72031,"29,442","32,975","40,801"
72032,"44,172","49,472","55,816"
72034,"47,433","53,125","63,561"
72035,"37,397","41,885","62,535"
72036,"28,597","32,029","45,998"
72037,"29,107","32,600","41,557"
72038,"45,000","50,400","54,018"
72039,"36,087","40,418","48,630"
72040,"41,645","46,642","48,025"
72041,"30,806","34,502","35,484"
72042,"34,511","38,652","47,659"
72044,"44,625","49,981","59,497"
72045,"48,304","54,100","61,978"
72046,"33,366","37,370","44,719"
72047,"42,483","47,581","56,415"
72048,"45,000","50,400","54,018"
72051,"28,202","31,586","38,191"
72055,"46,786","52,400","47,582"
72057,"54,393","60,920","59,734"
72058,"47,746","53,475","58,858"
72059,"24,702","27,666","32,616"
72060,"31,707","35,512","39,375"
72061,"41,450","46,424","54,322"
72063,"30,595","34,266","45,064"
72064,"34,745","38,914","44,920"
72065,"60,271","67,503","64,547"
72067,"38,102","42,674","50,044"
72068,"28,540","31,965","36,618"
72069,"32,927","36,878","48,852"
72070,"44,172","49,473","50,248"
72072,"29,107","32,600","41,557"
72073,"38,298","42,894","47,593"
72074,"28,821","32,280","46,833"
72076,"43,471","48,687","52,102"
72079,"49,720","55,686","56,995"
72080,"29,699","33,263","42,833"
72081,"37,278","41,751","44,877"
72082,"28,540","31,965","36,618"
72083,"49,183","55,085","56,897"
72084,"37,958","42,513","47,661"
72085,"37,354","41,836","46,943"
72086,"50,839","56,940","58,784"
72087,"49,263","55,175","63,186"
72088,"38,474","43,091","49,283"
72099,"38,000","42,560","47,989"
72101,"28,750","32,200","46,455"
72102,"40,400","45,248","51,837"
72103,"44,113","49,406","52,607"
72104,"37,364","41,848","47,683"
72106,"44,260","49,571","53,996"
72107,"33,703","37,747","51,876"
72108,"32,750","36,680","49,587"
72110,"34,721","38,887","47,218"
72111,"45,003","50,404","61,108"
72112,"28,335","31,735","40,084"
72113,"74,877","83,863","84,846"
72114,"18,416","20,626","27,314"
72116,"55,159","61,778","77,499"
72117,"34,044","38,130","40,972"
72118,"34,918","39,108","44,764"
72119,"42,888","48,035","55,858"
72120,"57,785","64,719","67,358"
72121,"37,227","41,694","46,297"
72122,"56,526","63,310","69,114"
72123,"28,821","32,280","46,833"
72125,"52,000","58,240","59,472"
72126,"46,913","52,543","53,600"
72127,"32,510","36,412","50,998"
72128,"40,330","45,170","50,770"
72129,"40,330","45,170","50,770"
72130,"38,267","42,859","50,134"
72131,"40,462","45,318","52,265"
72132,"50,352","56,394","57,366"
72134,"33,611","37,644","41,356"
72135,"61,113","68,447","81,766"
72136,"49,466","55,402","69,197"
72137,"46,695","52,299","68,267"
72139,"35,707","39,992","49,674"
72140,"45,000","50,400","54,018"
72141,"27,095","30,346","36,970"
72142,"51,955","58,190","58,416"
72143,"41,612","46,605","55,757"
72150,"52,608","58,921","60,205"
72152,"29,527","33,070","37,675"
72153,"38,563","43,190","44,910"
72156,"30,216","33,842","46,372"
72157,"29,861","33,444","49,046"
72160,"36,038","40,362","53,240"
72165,"36,908","41,337","51,974"
72166,"46,786","52,400","47,582"
72167,"45,631","51,106","52,280"
72168,"58,223","65,210","9,204"
72169,"29,292","32,807","46,370"
72170,"30,781","34,475","35,425"
72173,"55,541","62,206","62,919"
72175,"29,527","33,070","37,675"
72176,"46,574","52,163","53,207"
72179,"36,786","41,200","43,737"
72181,"54,013","60,495","75,931"
72201,"24,218","27,124","41,541"
72202,"36,224","40,571","56,171"
72204,"33,627","37,663","40,601"
72205,"46,389","51,956","62,197"
72206,"39,199","43,902","46,725"
72207,"71,263","79,814","116,893"
72209,"33,067","37,035","38,954"
72210,"51,780","57,994","67,591"
72211,"58,749","65,798","76,127"
72212,"77,795","87,130","112,531"
72223,"87,967","98,524","130,818"
72227,"58,421","65,431","83,775"
72301,"32,412","36,301","40,351"
72311,"30,865","34,569","28,985"
72315,"34,568","38,716","46,425"
72320,"25,500","28,560","28,735"
72321,"55,990","62,709","66,241"
72322,"35,047","39,253","47,642"
72324,"34,598","38,750","43,466"
72325,"51,466","57,642","57,876"
72326,"33,976","38,053","46,278"
72327,"40,308","45,145","53,578"
72328,"31,992","35,831","39,048"
72329,"44,167","49,467","47,301"
72330,"32,363","36,246","42,677"
72331,"28,145","31,522","34,991"
72332,"24,716","27,682","37,087"
72333,"28,902","32,370","35,302"
72335,"28,074","31,443","37,418"
72338,"80,260","89,891","99,299"
72339,"49,223","55,130","74,237"
72340,"27,406","30,695","38,318"
72341,"25,500","28,560","28,735"
72342,"29,397","32,925","44,601"
72346,"22,759","25,490","33,400"
72347,"41,238","46,186","53,473"
72348,"23,355","26,158","34,346"
72350,"33,473","37,489","43,623"
72351,"44,020","49,303","47,207"
72353,"28,902","32,370","35,302"
72354,"32,501","36,401","40,026"
72355,"32,007","35,848","39,002"
72358,"28,125","31,500","38,579"
72359,"35,047","39,253","47,642"
72360,"25,191","28,214","33,865"
72364,"54,917","61,507","63,399"
72365,"27,510","30,811","37,115"
72366,"35,009","39,210","42,108"
72367,"28,902","32,370","35,302"
72368,"35,927","40,238","41,704"
72370,"30,034","33,638","40,819"
72372,"28,605","32,038","38,981"
72373,"21,993","24,632","32,525"
72374,"35,023","39,226","42,061"
72376,"25,874","28,979","38,063"
72377,"32,768","36,700","40,192"
72379,"37,143","41,600","45,290"
72383,"35,023","39,226","42,061"
72384,"50,880","56,985","62,151"
72386,"34,595","38,746","44,326"
72389,"28,902","32,370","35,302"
72390,"25,274","28,307","34,995"
72392,"27,068","30,316","37,595"
72394,"22,866","25,610","33,524"
72395,"44,167","49,467","47,301"
72396,"40,811","45,709","50,399"
72401,"36,445","40,819","49,528"
72404,"61,083","68,414","76,377"
72410,"32,826","36,765","43,262"
72411,"37,438","41,931","45,220"
72412,"41,669","46,669","49,387"
72413,"25,256","28,287","39,584"
72414,"34,757","38,928","41,755"
72415,"31,239","34,988","37,835"
72416,"39,598","44,350","46,163"
72417,"48,535","54,359","53,921"
72419,"34,757","38,928","41,755"
72421,"40,060","44,867","44,835"
72422,"24,624","27,579","39,519"
72424,"28,848","32,310","42,575"
72425,"41,317","46,275","49,198"
72426,"55,990","62,709","66,241"
72427,"40,060","44,867","44,835"
72428,"23,802","26,658","34,288"
72429,"37,643","42,160","52,512"
72430,"39,668","44,429","55,146"
72431,"29,292","32,807","46,370"
72432,"29,493","33,032","39,493"
72433,"31,934","35,766","36,651"
72434,"31,886","35,713","40,125"
72435,"29,009","32,490","42,237"
72436,"39,493","44,233","50,430"
72437,"38,328","42,927","45,837"
72438,"34,004","38,084","46,253"
72440,"36,809","41,226","47,346"
72441,"30,506","34,167","39,091"
72442,"33,288","37,283","45,400"
72443,"34,405","38,534","41,818"
72444,"25,256","28,287","39,584"
72445,"32,826","36,765","43,262"
72447,"34,757","38,928","41,755"
72449,"25,256","28,287","39,584"
72450,"38,922","43,592","45,665"
72453,"28,848","32,310","42,575"
72454,"28,863","32,327","45,880"
72455,"32,976","36,933","47,705"
72456,"31,202","34,947","40,304"
72457,"35,950","40,264","40,234"
72458,"31,814","35,632","38,817"
72459,"31,124","34,859","38,737"
72460,"32,835","36,775","43,481"
72461,"32,172","36,033","41,537"
72462,"25,256","28,287","39,584"
72464,"39,767","44,539","55,226"
72466,"33,088","37,059","42,384"
72467,"15,846","17,748","25,316"
72469,"36,198","40,541","46,706"
72470,"28,848","32,310","42,575"
72471,"29,904","33,492","41,640"
72472,"35,934","40,246","42,063"
72473,"29,795","33,371","41,393"
72476,"26,140","29,277","35,010"
72478,"32,543","36,448","43,331"
72479,"36,557","40,943","51,084"
72482,"28,983","32,461","37,454"
72501,"36,362","40,725","49,376"
72512,"29,403","32,931","43,119"
72513,"29,327","32,846","39,523"
72515,"29,759","33,330","41,540"
72517,"29,794","33,369","39,423"
72519,"34,991","39,189","40,187"
72520,"33,002","36,962","39,737"
72521,"32,237","36,106","43,013"
72522,"35,948","40,262","46,142"
72523,"36,796","41,211","44,409"
72524,"35,838","40,139","46,147"
72526,"34,117","38,211","46,234"
72527,"34,346","38,468","44,573"
72528,"36,287","40,641","40,173"
72529,"32,821","36,759","37,077"
72530,"35,853","40,155","44,797"
72531,"34,932","39,124","46,816"
72532,"30,038","33,642","41,171"
72533,"27,802","31,138","38,068"
72534,"36,664","41,063","50,653"
72536,"29,411","32,940","42,824"
72537,"33,796","37,852","43,828"
72538,"29,911","33,500","41,648"
72539,"33,002","36,962","39,737"
72540,"37,706","42,231","43,334"
72542,"30,744","34,434","37,772"
72543,"33,180","37,161","47,094"
72544,"35,370","39,614","45,867"
72546,"36,307","40,664","45,220"
72550,"34,578","38,727","43,701"
72553,"36,737","41,145","46,102"
72554,"32,713","36,639","39,478"
72555,"26,140","29,277","31,106"
72556,"31,425","35,197","40,229"
72560,"30,899","34,607","38,216"
72561,"37,706","42,231","43,334"
72562,"36,737","41,145","46,102"
72564,"36,908","41,337","51,974"
72565,"29,794","33,369","39,423"
72566,"36,204","40,548","40,163"
72567,"26,140","29,277","31,106"
72568,"36,908","41,337","51,974"
72569,"30,765","34,457","41,346"
72571,"36,908","41,337","51,974"
72572,"36,719","41,126","47,192"
72573,"34,803","38,979","41,899"
72576,"30,066","33,674","41,369"
72577,"35,037","39,242","42,691"
72578,"29,759","33,330","41,540"
72579,"35,755","40,046","45,940"
72581,"36,077","40,406","45,932"
72583,"29,759","33,330","41,540"
72584,"29,745","33,314","39,862"
72585,"29,794","33,369","39,423"
72587,"29,394","32,921","42,978"
72601,"35,872","40,177","48,593"
72611,"36,559","40,946","48,945"
72616,"32,273","36,146","43,575"
72617,"32,711","36,636","40,827"
72619,"35,929","40,240","47,432"
72623,"38,374","42,979","48,283"
72624,"31,388","35,155","40,411"
72626,"36,324","40,683","51,481"
72628,"24,884","27,870","32,236"
72629,"29,339","32,860","38,054"
72630,"34,555","38,702","41,781"
72631,"39,360","44,083","58,205"
72632,"30,888","34,595","45,524"
72633,"36,094","40,425","47,258"
72634,"37,839","42,380","48,625"
72635,"36,324","40,683","51,481"
72636,"28,283","31,677","33,043"
72638,"35,830","40,130","48,233"
72639,"31,920","35,750","36,964"
72640,"29,205","32,710","37,636"
72641,"27,492","30,791","35,495"
72642,"38,374","42,979","48,283"
72644,"34,509","38,650","41,975"
72645,"27,777","31,110","36,978"
72648,"31,674","35,475","40,721"
72650,"30,597","34,269","36,541"
72651,"37,692","42,215","49,346"
72653,"36,192","40,536","46,262"
72655,"24,884","27,870","32,236"
72658,"32,711","36,636","40,827"
72660,"43,389","48,596","61,189"
72661,"35,929","40,240","47,432"
72662,"44,795","50,170","62,654"
72663,"27,802","31,138","38,068"
72666,"24,884","27,870","32,236"
72668,"35,929","40,240","47,432"
72669,"28,283","31,677","33,043"
72670,"28,244","31,634","36,435"
72672,"26,941","30,174","34,326"
72675,"28,741","32,190","34,386"
72677,"26,019","29,141","32,493"
72679,"28,850","32,311","38,648"
72680,"27,880","31,226","38,092"
72682,"32,147","36,005","44,675"
72683,"24,884","27,870","32,236"
72685,"31,695","35,498","40,445"
72686,"28,283","31,677","33,043"
72687,"30,709","34,394","40,636"
72701,"37,482","41,979","51,603"
72703,"45,857","51,360","62,532"
72704,"51,800","58,016","62,425"
72712,"55,306","61,943","71,073"
72714,"61,031","68,355","72,435"
72715,"57,756","64,686","75,117"
72717,"40,140","44,957","45,883"
72718,"68,214","76,400","82,287"
72719,"60,349","67,591","66,817"
72721,"39,861","44,645","56,429"
72722,"46,288","51,842","57,668"
72727,"49,694","55,657","65,546"
72729,"40,048","44,854","45,694"
72730,"44,215","49,521","52,399"
72732,"49,094","54,986","59,741"
72734,"43,962","49,238","56,035"
72736,"48,065","53,833","56,367"
72738,"40,026","44,829","55,850"
72739,"52,598","58,910","68,999"
72740,"35,211","39,437","45,355"
72742,"34,078","38,167","41,421"
72744,"41,964","47,000","50,889"
72745,"55,480","62,138","67,529"
72747,"40,750","45,640","48,582"
72749,"40,048","44,854","45,694"
72751,"48,439","54,252","57,941"
72752,"34,255","38,366","43,227"
72753,"42,373","47,458","51,192"
72756,"42,656","47,775","56,813"
72758,"65,527","73,390","84,156"
72760,"36,875","41,300","47,486"
72761,"39,835","44,615","51,578"
72762,"53,777","60,230","67,870"
72764,"43,667","48,907","54,111"
72768,"42,028","47,071","49,930"
72769,"42,680","47,802","52,950"
72773,"42,506","47,607","62,187"
72774,"45,529","50,993","53,129"
72776,"35,393","39,641","43,049"
72801,"34,558","38,705","47,671"
72802,"45,059","50,466","54,141"
72821,"27,946","31,299","41,873"
72823,"38,090","42,661","47,515"
72824,"38,150","42,728","49,046"
72826,"46,190","51,733","56,958"
72827,"32,188","36,051","39,347"
72828,"32,188","36,051","39,347"
72830,"29,754","33,324","42,109"
72832,"25,390","28,437","40,586"
72833,"36,193","40,536","42,895"
72834,"38,339","42,940","43,681"
72835,"40,476","45,333","47,837"
72837,"39,976","44,773","51,041"
72838,"32,188","36,051","39,347"
72839,"33,737","37,785","50,317"
72840,"25,625","28,699","40,620"
72841,"31,477","35,254","44,234"
72842,"36,540","40,925","48,206"
72843,"31,854","35,676","43,584"
72845,"31,620","35,414","39,048"
72846,"31,825","35,644","40,660"
72847,"41,705","46,709","52,196"
72851,"40,476","45,333","47,837"
72852,"33,398","37,406","49,618"
72853,"34,447","38,581","40,687"
72854,"32,315","36,193","47,407"
72855,"34,518","38,660","48,628"
72856,"25,194","28,217","32,893"
72857,"30,984","34,702","39,570"
72858,"43,431","48,643","52,609"
72860,"32,188","36,051","39,347"
72863,"40,290","45,125","47,671"
72865,"39,399","44,126","46,877"
72901,"30,516","34,177","39,935"
72903,"43,626","48,861","62,021"
72904,"29,662","33,221","36,576"
72908,"50,960","57,075","70,219"
72916,"48,969","54,845","66,892"
72921,"42,169","47,229","52,079"
72923,"45,927","51,438","61,039"
72926,"31,477","35,254","44,234"
72927,"39,007","43,688","50,631"
72928,"41,399","46,367","48,398"
72930,"41,399","46,367","48,398"
72932,"42,500","47,600","48,509"
72933,"43,457","48,671","52,188"
72934,"41,271","46,223","46,461"
72935,"42,581","47,691","49,084"
72936,"49,726","55,693","63,556"
72937,"47,222","52,889","63,654"
72938,"42,212","47,277","52,144"
72940,"47,854","53,597","62,811"
72941,"50,366","56,410","64,114"
72943,"41,402","46,370","52,974"
72944,"45,613","51,087","55,736"
72945,"42,212","47,277","52,144"
72946,"40,189","45,012","44,660"
72947,"39,425","44,156","48,396"
72948,"42,500","47,600","48,509"
72949,"31,872","35,697","45,038"
72950,"31,477","35,254","44,234"
72951,"39,311","44,029","46,704"
72952,"44,793","50,168","50,677"
72955,"42,500","47,600","48,509"
72956,"39,775","44,548","48,629"
72958,"34,268","38,381","42,916"
72959,"41,906","46,935","47,698"
73002,"38,512","43,133","47,719"
73003,"54,814","61,392","68,232"
73004,"60,495","67,754","66,388"
73005,"32,561","36,469","40,527"
73006,"39,646","44,404","47,234"
73007,"81,231","90,978","113,479"
73008,"41,422","46,393","50,768"
73009,"42,154","47,213","50,410"
73010,"54,871","61,455","63,731"
73011,"38,512","43,133","47,719"
73012,"86,656","97,055","98,839"
73013,"72,051","80,697","98,100"
73014,"49,306","55,223","65,996"
73015,"33,109","37,082","45,371"
73016,"62,228","69,695","74,545"
73017,"42,515","47,617","50,689"
73018,"38,128","42,703","48,503"
73019,"6,574","7,363","247,748"
73020,"62,707","70,231","70,367"
73021,"51,333","57,493","59,884"
73024,"52,573","58,882","61,577"
73025,"99,919","111,909","144,656"
73026,"57,241","64,110","68,530"
73027,"50,608","56,681","62,666"
73028,"37,789","42,323","58,068"
73029,"39,846","44,627","46,905"
73030,"40,872","45,777","48,609"
73032,"40,775","45,668","47,073"
73033,"42,270","47,342","48,659"
73034,"71,516","80,098","95,137"
73036,"46,721","52,327","54,502"
73038,"35,951","40,265","49,598"
73040,"38,693","43,336","49,142"
73041,"41,270","46,223","50,840"
73042,"42,493","47,592","50,779"
73043,"51,828","58,047","64,084"
73044,"44,553","49,899","58,084"
73045,"53,439","59,851","64,108"
73047,"43,658","48,897","53,994"
73048,"40,825","45,724","48,281"
73049,"60,075","67,284","77,704"
73050,"43,355","48,558","55,156"
73051,"41,021","45,943","48,012"
73052,"43,675","48,916","64,870"
73053,"42,717","47,843","50,404"
73054,"53,089","59,460","67,659"
73055,"48,162","53,942","56,864"
73056,"40,058","44,865","57,336"
73057,"36,099","40,431","45,197"
73058,"43,355","48,558","55,156"
73059,"45,244","50,673","53,857"
73061,"50,332","56,371","55,020"
73062,"41,954","46,989","51,283"
73063,"42,604","47,717","62,176"
73064,"63,423","71,034","73,053"
73065,"68,504","76,725","75,820"
73066,"42,409","47,498","53,980"
73067,"41,687","46,689","51,221"
73068,"45,230","50,658","52,530"
73069,"38,614","43,248","53,598"
73071,"42,129","47,185","52,850"
73072,"50,099","56,111","99,281"
73073,"45,711","51,197","61,613"
73074,"44,625","49,980","53,068"
73075,"37,878","42,424","50,362"
73077,"35,259","39,490","43,363"
73078,"81,289","91,044","96,072"
73079,"54,760","61,332","61,549"
