Zip,Median,Median_adjusted,Mean,Pop
78661,"39,248","43,958","52,634",335
78662,"52,591","58,902","69,171","2,268"
78663,"55,545","62,211","77,708",746
78664,"64,587","72,338","75,576","52,932"
78665,"82,625","92,540","90,795","35,985"
78666,"34,976","39,173","45,893","63,836"
78669,"86,743","97,152","105,685","8,731"
78670,"40,473","45,330","50,084",168
78671,"56,312","63,070","76,021",654
78672,"35,386","39,632","46,638",931
78675,"56,788","63,603","76,522",188
78676,"64,590","72,340","88,665","12,602"
78677,"51,965","58,201","55,765",92
78681,"91,674","102,675","99,772","50,606"
78701,"65,353","73,196","129,093","6,841"
78702,"31,715","35,521","45,128","21,334"
78703,"80,708","90,393","129,537","19,307"
78704,"47,497","53,197","64,064","42,117"
78705,"14,590","16,341","26,432","31,340"
78712,"8,321","9,320","12,821",860
78717,"98,157","109,936","109,267","22,538"
78719,"52,382","58,668","60,811","1,764"
78721,"30,019","33,621","36,317","11,425"
78722,"41,729","46,737","56,325","5,901"
78723,"40,820","45,719","53,438","28,330"
78724,"38,909","43,578","45,950","21,696"
78725,"52,555","58,862","60,121","6,083"
78726,"89,862","100,646","119,959","13,122"
78727,"67,287","75,362","77,216","26,689"
78728,"51,163","57,302","59,428","20,299"
78729,"59,267","66,380","68,418","27,108"
78730,"121,702","136,306","164,675","7,955"
78731,"66,320","74,279","92,031","17,465"
78732,"120,657","135,136","142,769","14,060"
78733,"125,088","140,099","165,335","8,762"
78734,"82,471","92,368","112,694","17,655"
78735,"78,171","87,552","130,697","16,131"
78736,"79,837","89,417","88,374","6,946"
78737,"109,027","122,110","124,373","12,081"
78738,"115,761","129,652","148,243","12,134"
78739,"125,257","140,288","139,929","16,792"
78741,"28,600","32,032","36,263","44,935"
78742,"24,223","27,130","33,679",820
78744,"40,834","45,734","46,401","42,820"
78745,"40,987","45,906","49,678","48,532"
78746,"144,895","162,282","202,076","26,928"
78747,"56,943","63,776","70,423","14,808"
78748,"66,880","74,905","78,273","40,651"
78749,"81,805","91,621","89,939","34,449"
78750,"83,540","93,565","101,234","26,814"
78751,"37,072","41,520","53,651","14,385"
78752,"30,477","34,134","42,032","18,064"
78753,"39,658","44,417","49,108","49,301"
78754,"57,934","64,886","66,188","15,036"
78756,"49,860","55,844","68,180","7,194"
78757,"53,358","59,761","66,369","21,310"
78758,"42,886","48,033","51,581","44,072"
78759,"73,831","82,691","91,009","37,767"
78801,"35,892","40,199","52,449","21,780"
78802,"39,356","44,079","53,615",242
78827,"20,343","22,784","28,397","1,219"
78828,"37,355","41,838","63,949",258
78829,"22,793","25,528","24,542","1,207"
78830,"20,324","22,763","28,375",786
78832,"24,388","27,315","36,953","3,598"
78833,"30,826","34,525","40,981","1,299"
78834,"31,825","35,644","41,701","7,829"
78836,"20,324","22,763","28,375",128
78837,"45,917","51,427","66,252",281
78838,"30,728","34,415","46,703",275
78839,"20,334","22,774","29,554","8,578"
78840,"37,761","42,293","47,935","48,144"
78843,"39,505","44,246","46,978",336
78850,"53,750","60,200","67,999","1,145"
78852,"27,900","31,247","36,717","46,186"
78861,"46,237","51,785","58,384","13,701"
78870,"39,144","43,841","53,445",984
78871,"45,917","51,427","66,252",45
78872,"22,084","24,735","41,300","1,905"
78873,"29,186","32,688","36,542","1,788"
78877,"31,179","34,920","40,063",989
78879,"29,016","32,498","38,265",264
78880,"39,935","44,727","72,603","1,682"
78881,"28,448","31,862","44,876","2,335"
78883,"47,515","53,217","60,555",353
78884,"37,331","41,811","52,022","1,158"
78885,"46,457","52,031","58,604",120
78886,"41,427","46,398","55,125",647
78931,"58,095","65,066","64,455",323
78932,"48,589","54,420","61,973",757
78933,"55,987","62,705","69,063","1,433"
78934,"44,453","49,788","59,573","6,712"
78935,"42,633","47,749","59,055",978
78938,"54,450","60,984","65,201",471
78940,"54,339","60,859","64,570","2,098"
78941,"46,435","52,007","57,352","2,962"
78942,"42,911","48,061","56,897","8,989"
78943,"38,618","43,252","51,509",352
78944,"58,095","65,066","64,455",562
78945,"43,034","48,198","65,104","10,494"
78946,"49,988","55,986","60,286",960
78947,"57,390","64,276","68,058","4,475"
78948,"45,688","51,171","56,902",850
78949,"48,659","54,498","60,796",517
78950,"55,951","62,665","66,128","2,038"
78951,"40,583","45,453","52,622",26
78953,"47,979","53,736","60,783",934
78954,"49,424","55,355","59,339","1,071"
78956,"38,491","43,110","52,819","5,381"
78957,"44,648","50,006","53,464","9,067"
78959,"36,861","41,285","47,669","1,837"
78962,"40,127","44,942","52,515","4,733"
78963,"54,396","60,924","70,047",909
79001,"51,256","57,407","63,113",249
79003,"55,170","61,790","76,712",162
79005,"58,050","65,016","63,458","1,735"
79007,"42,295","47,371","53,847","14,542"
79009,"40,181","45,003","51,549","2,166"
79010,"54,735","61,303","67,354",802
79011,"57,717","64,643","74,702",236
79012,"63,234","70,822","76,641",976
79013,"51,596","57,788","60,645","3,423"
79014,"61,974","69,411","71,135","3,771"
79015,"49,016","54,897","65,970","19,277"
79016,"25,625","28,700","44,444",94
79018,"64,647","72,405","77,467",548
79019,"60,530","67,794","62,401","1,707"
79021,"44,182","49,484","53,701",138
79022,"55,178","61,799","66,100","10,741"
79024,"57,500","64,400","61,993",405
79025,"52,500","58,800","58,137",69
79027,"29,739","33,308","41,038","5,223"
79029,"42,437","47,529","52,354","16,177"
79031,"35,056","39,263","52,174","1,425"
79032,"52,277","58,550","72,415",157
79033,"69,879","78,264","94,988",109
79034,"48,525","54,348","67,119",637
79035,"39,284","43,998","48,998","5,309"
79036,"43,979","49,256","52,056","5,128"
79039,"50,546","56,612","62,032",779
79040,"57,054","63,901","63,430","1,839"
79041,"37,084","41,535","46,991","3,194"
79042,"55,435","62,087","67,363","1,169"
79043,"36,306","40,663","46,149","1,487"
79044,"66,583","74,573","79,770",766
79045,"42,225","47,292","50,221","19,473"
79046,"48,264","54,056","67,268",489
79051,"49,000","54,880","64,669",29
79052,"35,517","39,779","52,398","1,259"
79053,"40,183","45,005","51,554",137
79054,"40,658","45,537","56,714",594
79056,"48,264","54,056","67,268",63
79057,"40,568","45,436","56,700","1,206"
79058,"61,100","68,432","73,785",10
79059,"52,103","58,356","74,298",837
79061,"55,170","61,790","76,712",316
79062,"51,085","57,216","57,693",218
79063,"41,888","46,915","51,383",686
79064,"35,469","39,726","47,950","2,739"
79065,"39,435","44,167","54,619","20,840"
79068,"57,851","64,793","63,374","3,197"
79070,"47,646","53,364","57,031","9,919"
79072,"38,663","43,302","49,629","28,849"
79078,"44,031","49,315","52,696",377
79079,"34,964","39,159","58,736","2,646"
79080,"49,740","55,709","60,162",605
79081,"51,668","57,868","57,336","3,912"
79082,"34,929","39,120","51,001",315
79083,"50,508","56,569","60,020","2,661"
79084,"50,069","56,077","60,759","2,366"
79085,"44,444","49,777","53,795",53
79086,"48,283","54,077","58,974","2,105"
79087,"49,000","54,880","64,669",751
79088,"37,181","41,643","45,513","5,945"
79091,"63,438","71,051","86,369",147
79092,"51,191","57,334","63,371","1,106"
79093,"69,879","78,264","94,988",69
79094,"60,530","67,794","62,401",75
79095,"39,712","44,477","54,508","2,686"
79096,"55,170","61,790","76,712","2,229"
79097,"51,792","58,007","62,742","1,150"
79098,"57,070","63,919","68,623",517
79101,"30,940","34,652","44,639","2,817"
79102,"32,513","36,414","44,372","9,963"
79103,"45,813","51,310","50,763","10,594"
79104,"29,155","32,654","34,688","7,869"
79105,"51,596","57,788","60,645",6
79106,"38,570","43,199","49,787","27,967"
79107,"29,043","32,528","36,940","33,844"
79108,"52,157","58,416","58,216","17,726"
79109,"54,806","61,383","67,707","43,516"
79110,"51,727","57,934","57,106","18,811"
79111,"53,000","59,360","58,675","1,808"
79118,"59,044","66,129","69,197","19,726"
79119,"93,070","104,238","117,904","11,539"
79121,"73,769","82,622","104,779","6,575"
79124,"71,160","79,699","86,923","7,819"
79201,"49,894","55,882","57,455","7,015"
79220,"33,813","37,871","48,582",197
79225,"35,253","39,484","42,689",948
79226,"43,659","48,899","54,251","3,153"
79227,"28,492","31,911","41,385","1,317"
79229,"33,813","37,871","48,582",424
79230,"45,956","51,471","58,551",158
79231,"30,851","34,553","43,579",45
79233,"29,219","32,725","47,015",180
79234,"34,081","38,171","44,761",110
79235,"31,177","34,918","43,782","3,833"
79236,"61,563","68,951","90,116",262
79237,"46,953","52,587","54,598",513
79239,"29,219","32,725","47,015",211
79240,"46,953","52,587","54,598",60
79241,"44,158","49,458","51,604","2,480"
79243,"33,813","37,871","48,582",90
79244,"34,081","38,171","44,761",720
79245,"29,576","33,125","47,225","2,476"
79248,991,"1,110","1,451",24
79250,"34,030","38,113","43,087","1,508"
79251,"39,712","44,477","54,508",45
79252,"36,172","40,512","43,801","3,191"
79255,"34,775","38,948","42,513",571
79256,"34,081","38,171","44,761",319
79257,"34,196","38,300","41,843","1,067"
79258,"44,278","49,591","51,676",67
79259,"60,575","67,844","67,783",48
79261,"29,219","32,725","47,015",527
79311,"47,696","53,419","57,272","3,445"
79312,"37,332","41,811","47,239",971
79313,"33,853","37,916","52,335","1,571"
79314,"37,446","41,940","45,498",56
79316,"37,363","41,846","60,301","11,451"
79322,"40,674","45,555","50,861","2,049"
79323,"49,520","55,462","59,665","6,559"
79324,"42,375","47,460","53,077",61
79325,"40,205","45,029","51,569","2,319"
79326,"32,729","36,657","44,524",40
79329,"47,771","53,503","56,284","3,300"
79331,"35,361","39,604","45,857","13,258"
79336,"43,386","48,592","54,406","16,972"
79339,"41,410","46,380","49,323","7,230"
79342,"45,025","50,428","59,745",352
79343,"43,736","48,984","58,166","1,571"
79344,"42,375","47,460","53,077",56
79345,"47,596","53,308","60,367",890
79346,"37,491","41,990","45,567","2,427"
79347,"42,138","47,194","52,953","7,462"
79350,"43,075","48,244","52,872",392
79351,"36,954","41,388","54,041","1,326"
79353,"49,839","55,820","66,299",10
79355,"48,850","54,712","56,226","1,942"
79356,316,354,439,60
79357,"30,448","34,102","40,995","2,303"
79358,"53,820","60,278","64,534","1,116"
79359,"45,250","50,679","59,750","2,899"
79360,"47,329","53,009","74,862","13,574"
79363,"54,485","61,023","69,634","5,369"
79364,"36,919","41,349","47,095","7,958"
79366,"57,242","64,111","81,026","1,096"
79367,"49,839","55,820","66,299",645
79369,"37,483","41,981","46,665",88
79370,"34,386","38,512","48,776","1,889"
79371,"38,013","42,574","47,828","1,317"
79372,"46,866","52,490","57,758","1,434"
79373,"35,403","39,651","45,924","2,952"
79376,"48,841","54,702","56,217",95
79377,"48,086","53,856","65,157",277
79378,"49,200","55,104","62,401",236
79379,"37,446","41,940","45,498",666
79380,"49,839","55,820","66,299",197
79382,"63,749","71,399","82,659","6,291"
79401,"21,209","23,755","27,477","8,408"
79403,"34,857","39,039","42,869","16,869"
79404,"32,809","36,746","42,813","11,289"
79406,"20,509","22,970","33,006","6,025"
79407,"42,368","47,453","56,671","19,068"
79410,"39,788","44,563","63,241","9,429"
79411,"24,330","27,250","32,899","7,951"
79412,"33,148","37,126","40,432","15,650"
79413,"43,263","48,454","56,186","21,187"
79414,"33,888","37,954","42,977","17,121"
79415,"29,805","33,382","35,931","17,689"
79416,"47,706","53,431","62,183","32,296"
79423,"56,550","63,336","70,214","32,178"
79424,"73,959","82,834","94,603","39,023"
79501,"11,530","12,914","13,015",879
79502,"52,222","58,489","59,306","1,350"
79503,"36,700","41,104","49,452",175
79504,"31,637","35,433","41,785","2,344"
79506,"46,808","52,424","56,294",730
79508,"61,467","68,843","82,019","1,242"
79510,"25,194","28,217","28,473","3,681"
79511,"34,052","38,138","54,019","1,338"
79512,"37,232","41,700","45,422","8,197"
79517,"53,961","60,436","72,223",200
79519,"39,891","44,678","49,953",74
79520,"37,201","41,665","48,143","2,449"
79521,"35,686","39,968","48,066","3,980"
79525,"46,422","51,992","52,402","2,842"
79526,"39,395","44,123","54,113",979
79527,"52,863","59,206","66,992",251
79528,846,948,961,10
79529,331,371,483,14
79530,"61,467","68,843","82,019",480
79532,"36,018","40,340","48,510",940
79533,"46,124","51,659","52,600",472
79534,"40,033","44,837","47,918",181
79535,"47,543","53,248","60,309",183
79536,"46,264","51,816","52,901","4,988"
79537,"47,543","53,248","60,309",111
79538,"38,704","43,349","48,493",271
79539,"35,071","39,280","54,672",178
79540,"52,222","58,489","59,306",89
79541,"61,205","68,550","81,229",791
79543,"48,420","54,230","53,905","1,186"
79544,"35,071","39,280","54,672",512
79545,"47,494","53,194","60,247","1,788"
79546,"36,543","40,928","45,475","2,006"
79547,"35,071","39,280","54,672",758
79548,"35,071","39,280","54,672",174
79549,"44,766","50,138","59,945","15,577"
79553,"34,782","38,956","49,019","3,469"
79556,"38,129","42,705","48,061","12,995"
79560,"47,613","53,327","53,617",137
79561,"47,905","53,654","56,255",662
79562,"60,350","67,592","79,888","3,669"
79563,"45,985","51,503","54,714","1,159"
79565,"35,833","40,133","48,314",295
79566,"52,550","58,856","68,344",333
79567,"39,826","44,605","46,311","3,373"
79601,"22,145","24,803","27,140","14,847"
79602,"48,442","54,255","60,595","18,822"
79603,"34,023","38,106","41,966","22,976"
79605,"36,265","40,617","45,611","25,037"
79606,"63,454","71,069","73,525","22,885"
79607,"39,401","44,129","45,239","2,242"
79701,"37,286","41,760","51,586","27,728"
79703,"50,805","56,902","56,495","20,592"
79705,"71,342","79,903","103,016","33,536"
79706,"58,196","65,180","70,296","19,571"
79707,"69,587","77,937","99,252","32,854"
79713,"44,523","49,866","62,619",592
79714,"50,266","56,298","78,451","14,786"
79718,"16,773","18,786","29,326",721
79719,"40,077","44,886","48,254",397
79720,"39,831","44,611","51,006","33,640"
79730,"50,833","56,933","60,481",250
79731,"50,421","56,471","57,254","4,193"
79733,"73,254","82,044","78,996",210
79734,"43,750","49,000","53,089","2,137"
79735,"38,535","43,159","48,101","13,315"
79738,"58,409","65,418","93,416",275
79739,"61,075","68,404","77,065",963
79741,"30,258","33,889","48,435",288
79742,"40,077","44,886","48,254",490
79743,"50,063","56,070","59,539",339
79744,"50,829","56,928","60,709","1,362"
79745,"43,946","49,220","50,870","6,125"
79748,"55,649","62,327","60,716",173
79749,"38,544","43,170","57,520",255
79752,"41,797","46,812","55,631","2,245"
79754,"83,889","93,956","81,800",80
79755,"62,857","70,400","67,925",230
79756,"41,702","46,706","53,334","9,066"
79758,"52,825","59,164","101,564","2,197"
79759,"30,258","33,889","48,435",23
79761,"39,891","44,678","52,293","30,488"
79762,"54,068","60,557","71,749","39,056"
79763,"43,183","48,365","51,300","34,079"
79764,"44,593","49,944","58,765","20,725"
79765,"63,604","71,237","95,551","6,927"
79766,"42,343","47,424","75,518","6,115"
79770,"34,853","39,035","37,147",33
79772,"37,412","41,901","42,477","12,747"
79777,"40,077","44,886","48,254",170
79778,"62,785","70,319","67,883",878
79780,"16,773","18,786","29,326",224
79781,"44,789","50,164","53,552",267
79782,"38,419","43,030","54,744","3,976"
79783,"38,750","43,400","59,333",201
79785,"34,853","39,035","37,147",91
79788,"40,077","44,886","48,254",506
79789,"40,139","44,956","50,140",974
79821,"28,312","31,709","38,129","7,142"
79830,"15,703","17,588","23,282","3,487"
79831,"37,463","41,959","64,248",29
79834,"37,463","41,959","64,248",200
79835,"26,161","29,300","36,085","12,690"
79836,"29,472","33,009","39,124","5,772"
79837,"49,842","55,823","70,135",587
79838,"25,235","28,263","34,300","8,699"
79839,"22,647","25,365","34,453","1,938"
79842,"37,463","41,959","64,248",498
79843,447,501,632,42
79845,"25,969","29,085","36,682","5,010"
79846,"26,632","29,828","37,619",104
79847,"27,495","30,795","42,619",167
79848,71,79,83,2
79849,"26,369","29,534","29,316","13,208"
79851,"22,647","25,365","34,453",641
79852,"37,463","41,959","64,248",799
79853,"22,460","25,155","30,480","3,729"
79854,"39,848","44,629","48,353",194
79855,"35,492","39,751","56,042","2,336"
79901,"12,338","13,818","16,078","11,328"
79902,"29,171","32,671","48,877","21,236"
79903,"29,882","33,468","39,229","18,451"
79904,"28,262","31,653","38,075","35,060"
79905,"18,245","20,435","25,810","26,036"
79906,"36,613","41,007","43,194","4,374"
79907,"25,992","29,111","36,192","55,132"
79908,"67,148","75,206","70,938","3,673"
79911,"87,668","98,189","95,364","1,565"
79912,"61,389","68,755","75,931","77,161"
79915,"23,887","26,753","32,131","40,057"
79916,"36,832","41,252","43,462","2,995"
79920,"32,292","36,167","40,928",153
79922,"81,538","91,323","121,710","8,935"
79924,"39,266","43,978","45,684","59,058"
79925,"42,478","47,576","50,465","40,639"
79927,"30,583","34,253","39,345","39,016"
79928,"41,332","46,292","52,005","49,544"
79930,"28,789","32,244","40,489","28,410"
79932,"54,351","60,873","67,240","24,986"
79934,"58,641","65,677","65,661","19,174"
79935,"37,204","41,668","49,700","18,042"
79936,"50,133","56,148","58,748","111,086"
79938,"47,801","53,537","57,624","53,520"
79942,"50,653","56,731","70,186",2
80002,"48,822","54,680","63,847","18,020"
80003,"57,384","64,270","65,358","35,384"
80004,"64,730","72,498","76,219","35,892"
80005,"82,459","92,355","89,959","25,553"
80007,"129,125","144,621","152,423","7,262"
80010,"29,469","33,006","36,467","39,728"
80011,"40,642","45,519","47,525","47,461"
80012,"39,442","44,175","48,346","46,665"
80013,"69,220","77,526","76,613","69,588"
80014,"48,192","53,975","60,543","36,710"
80015,"84,469","94,605","93,487","62,432"
80016,"111,406","124,774","127,106","41,219"
80017,"54,458","60,993","62,013","34,270"
80018,"77,617","86,931","88,186","9,206"
80019,"58,825","65,884","72,867","1,690"
80020,"76,815","86,032","90,056","46,871"
80021,"70,750","79,240","79,724","30,051"
80022,"53,746","60,196","59,901","42,699"
80023,"103,703","116,148","118,306","15,415"
80024,"43,367","48,571","51,971",228
80025,"98,393","110,200","115,024",253
80026,"70,380","78,826","87,451","26,378"
80027,"91,486","102,464","111,815","31,034"
80030,"40,546","45,411","48,643","15,329"
80031,"71,893","80,520","83,310","33,932"
80033,"47,755","53,485","59,311","23,969"
80045,"31,222","34,969","32,293",277
80101,"50,611","56,684","67,684",392
80102,"74,211","83,117","82,120","5,514"
80103,"70,418","78,868","75,784","2,458"
80104,"80,366","90,010","94,052","27,588"
80105,"67,456","75,551","79,599","1,171"
80106,"24,567","27,515","30,754","1,521"
80107,"84,807","94,984","99,983","12,042"
80108,"132,069","147,917","165,156","22,612"
80109,"103,068","115,436","117,576","17,219"
80110,"37,580","42,089","47,666","20,867"
80111,"102,466","114,761","138,763","28,948"
80112,"77,982","87,340","97,550","29,217"
80113,"89,235","99,943","128,677","20,562"
80116,"114,262","127,973","139,457","3,942"
80117,"67,664","75,783","85,471","2,587"
80118,"106,549","119,334","124,475","5,308"
80120,"55,714","62,400","72,577","28,435"
80121,"94,568","105,916","137,318","17,853"
80122,"83,053","93,019","94,570","29,783"
80123,"71,300","79,856","87,324","43,667"
80124,"104,012","116,493","127,181","18,020"
80125,"106,823","119,642","116,609","10,190"
80126,"107,745","120,674","127,729","39,698"
80127,"101,405","113,574","116,963","42,597"
80128,"83,669","93,709","93,969","34,988"
80129,"106,662","119,461","122,848","27,007"
80130,"103,525","115,948","114,330","27,054"
80131,"126,538","141,723","142,695",243
80132,"104,769","117,341","120,875","19,637"
80133,"81,487","91,265","91,597","2,042"
80134,"99,993","111,992","112,093","55,075"
80135,"107,203","120,067","123,055","3,833"
80136,"69,417","77,747","76,497","4,834"
80137,"80,254","89,884","90,684","1,323"
80138,"94,778","106,152","110,124","29,786"
80202,"55,448","62,101","84,968","10,148"
80203,"37,803","42,340","52,320","18,839"
80204,"32,811","36,748","43,100","31,493"
80205,"41,394","46,361","53,800","29,221"
80206,"58,610","65,643","91,240","21,521"
80207,"53,151","59,529","78,549","21,216"
80209,"82,848","92,790","120,332","21,526"
80210,"62,912","70,462","94,512","33,946"
80211,"44,350","49,672","59,213","31,583"
80212,"52,599","58,911","65,804","18,051"
80214,"39,607","44,360","48,817","24,821"
80215,"53,032","59,396","69,561","17,843"
80216,"28,058","31,425","41,594","10,924"
80218,"50,281","56,315","73,901","17,928"
80219,"36,375","40,740","45,277","61,296"
80220,"64,491","72,230","94,863","33,529"
80221,"42,702","47,827","52,159","37,779"
80222,"47,429","53,121","64,644","20,073"
80223,"39,016","43,698","48,068","17,987"
80224,"43,989","49,268","62,656","17,256"
80226,"51,554","57,740","61,654","30,930"
80227,"57,192","64,055","73,496","33,667"
80228,"76,213","85,358","88,192","30,138"
80229,"46,793","52,408","54,100","49,598"
80230,"57,045","63,891","94,644","7,559"
80231,"40,034","44,838","58,018","32,127"
80232,"58,437","65,449","67,484","21,411"
80233,"61,280","68,634","67,132","45,386"
80234,"64,407","72,136","82,637","25,937"
80235,"56,975","63,812","75,929","7,571"
80236,"47,703","53,427","57,260","16,123"
80237,"53,774","60,227","76,421","17,569"
80238,"117,952","132,106","130,700","10,058"
80239,"49,027","54,911","58,182","40,512"
80241,"87,810","98,347","92,710","31,746"
80246,"45,520","50,983","65,109","12,875"
80247,"34,579","38,729","45,603","25,449"
80249,"66,545","74,531","71,886","23,404"
80260,"39,770","44,542","46,279","31,412"
80301,"74,192","83,095","109,036","22,555"
80302,"48,062","53,830","77,143","26,941"
80303,"59,503","66,643","78,625","22,361"
80304,"74,045","82,930","103,035","25,623"
80305,"75,551","84,617","96,073","16,874"
80310,"31,638","35,434","43,323","6,578"
80401,"68,695","76,938","91,899","39,378"
80403,"90,321","101,160","111,272","18,211"
80420,"61,017","68,339","62,214",933
80421,"71,730","80,338","79,714","8,042"
80422,"58,703","65,748","71,047","4,326"
80423,"79,476","89,013","100,124",169
80424,"62,489","69,987","77,800","9,627"
80425,"84,345","94,466","94,320",184
80426,"83,210","93,195","105,703",104
80427,"58,036","65,000","70,220",822
80428,"61,442","68,815","71,084",706
80432,"39,148","43,846","49,084",439
80433,"95,100","106,512","112,700","8,354"
80434,"37,222","41,689","53,537",43
80435,"74,881","83,867","87,421","7,278"
80436,"54,614","61,168","58,824",565
80438,"54,427","60,958","58,513",486
80439,"96,557","108,143","126,194","23,778"
80440,"55,049","61,655","58,631","2,422"
80442,"60,942","68,255","68,444","2,309"
80443,"81,760","91,571","94,181","3,676"
80444,"54,427","60,958","58,513","1,080"
80446,"62,223","69,690","66,187","3,715"
80447,"62,904","70,452","65,046","1,964"
80448,"72,486","81,184","77,012",193
80449,"49,057","54,943","61,396",909
80451,"60,857","68,160","68,450",753
80452,"55,122","61,737","68,433","3,097"
80453,"114,296","128,012","142,113",197
80454,"87,054","97,500","96,230","1,224"
80455,"96,015","107,537","136,103",497
80456,"39,344","44,065","49,328",620
80457,"70,645","79,123","90,453",612
80459,"57,963","64,919","67,981","2,450"
80461,"41,288","46,242","49,198","7,090"
80463,"71,418","79,989","83,190",136
80465,"89,672","100,433","108,623","15,147"
80466,"84,722","94,889","103,282","3,338"
80467,"51,800","58,016","60,346","2,224"
80468,"57,963","64,919","67,981",391
80469,"49,854","55,836","59,852",337
80470,"83,124","93,099","96,541","3,287"
80471,"84,722","94,889","103,282",23
80473,"37,222","41,689","53,537",51
80475,"73,895","82,763","79,365",57
80476,"54,427","60,958","58,513",194
80477,"58,237","65,225","74,358",155
80478,"60,949","68,263","68,432","1,606"
80479,"60,625","67,900","62,583",48
80480,"37,222","41,689","53,537","1,300"
80481,"91,646","102,643","128,571",572
80482,"61,363","68,726","67,716","1,630"
80483,"60,625","67,900","62,583",585
80487,"67,180","75,242","81,496","16,745"
80488,"58,237","65,225","74,358",157
80497,"72,060","80,707","91,949",411
80498,"72,011","80,652","92,027","7,002"
80501,"46,665","52,265","60,066","39,521"
80503,"77,792","87,127","104,460","31,064"
80504,"76,696","85,899","87,010","46,876"
80510,"58,991","66,070","72,277",420
80511,"57,134","63,990","82,636",76
80512,"58,875","65,940","84,751","2,185"
80513,"79,806","89,382","87,955","10,296"
80514,"53,063","59,431","60,702","4,106"
80515,"65,210","73,035","87,614","1,010"
80516,"100,396","112,443","112,190","20,254"
80517,"53,762","60,213","75,746","9,221"
80520,"63,601","71,233","69,635","1,498"
80521,"33,647","37,684","45,237","33,409"
80524,"56,254","63,005","71,076","31,668"
80525,"65,005","72,805","83,700","48,419"
80526,"54,911","61,501","67,808","44,183"
80528,"85,599","95,870","102,469","17,946"
80530,"66,424","74,395","75,286","3,790"
80532,"70,195","78,618","94,428",165
80534,"73,166","81,946","80,056","11,301"
80535,"53,169","59,549","75,020","2,636"
80536,"53,356","59,758","80,662","1,759"
80537,"60,602","67,874","69,682","38,821"
80538,"64,623","72,378","78,696","43,930"
80540,"71,894","80,522","102,313","4,461"
80542,"81,837","91,657","98,378","3,631"
80543,"61,800","69,216","70,041","5,887"
80544,"99,207","111,112","124,216",111
80545,"44,773","50,146","66,159",851
80546,"82,951","92,905","89,232",149
80547,"95,599","107,071","99,018",624
80549,"65,490","73,349","75,071","8,642"
80550,"72,019","80,661","84,291","20,675"
80601,"65,682","73,563","72,256","33,833"
80602,"91,377","102,342","107,604","27,665"
80603,"69,313","77,631","81,428","11,973"
80610,"51,732","57,940","66,282","2,791"
80611,"54,906","61,495","64,496",659
80612,"57,420","64,310","68,724",430
80615,"60,209","67,434","83,315","7,482"
80620,"43,642","48,879","51,360","17,775"
80621,"54,721","61,287","61,088","12,079"
80622,"57,520","64,422","70,469",268
80623,"46,915","52,545","59,516","1,028"
80624,"62,787","70,321","82,503",946
80631,"27,778","31,111","36,300","43,568"
80634,"59,764","66,935","72,772","52,861"
80640,"68,181","76,362","75,712","11,054"
80642,"64,762","72,533","73,506","4,309"
80643,"64,294","72,009","69,015","3,011"
80644,"64,392","72,119","85,675","2,989"
80645,"49,874","55,859","62,168","3,905"
80648,"54,906","61,495","64,496","1,001"
80649,"59,847","67,028","69,963",299
80650,"52,238","58,507","65,998","1,432"
80651,"68,969","77,245","77,887","4,176"
80652,"63,724","71,371","67,902",574
80653,"57,106","63,959","70,390",791
80654,"52,295","58,571","62,858","2,359"
80701,"43,511","48,733","49,379","16,042"
80705,"38,750","43,400","50,313",884
80720,"37,574","42,082","48,362","2,558"
80721,"44,406","49,735","57,421",154
80722,"46,963","52,599","60,553",349
80723,"41,547","46,532","55,142","7,179"
80726,"43,106","48,278","47,050",381
80727,"38,708","43,353","52,076",425
80728,"50,787","56,881","63,123",878
80729,"54,906","61,495","64,496",540
80731,"43,874","49,138","52,606","1,494"
80733,"46,585","52,175","57,502",529
80734,"44,404","49,733","57,452","3,045"
80735,"45,205","50,630","62,857",405
80736,"46,275","51,828","56,999",648
80737,"37,625","42,140","49,649","1,537"
80740,"45,304","50,740","56,262",108
80741,"47,112","52,765","61,053",935
80742,"54,906","61,495","64,496",225
80743,"44,675","50,036","55,619","1,074"
80744,"37,625","42,140","49,649",488
80745,"46,026","51,549","56,648",156
80746,"43,300","48,496","51,554",29
80747,"42,813","47,951","46,438",462
80749,"37,625","42,140","49,649",341
80750,"57,989","64,948","71,733",412
80751,"41,982","47,019","54,761","18,857"
80754,"54,906","61,495","64,496",164
80755,"45,205","50,630","62,857",163
80757,"45,304","50,740","56,262",255
80758,"82,211","92,076","115,522","3,805"
80759,"37,894","42,441","50,624","4,698"
80801,"45,304","50,740","56,262",154
80802,"47,125","52,780","57,621",238
80804,"37,049","41,495","52,482",327
80805,"41,743","46,753","51,501",453
80807,"41,749","46,759","50,531","5,304"
80808,"57,699","64,623","66,130","6,351"
80809,"58,646","65,684","86,001","1,519"
80810,"47,125","52,780","57,621","1,127"
80812,"45,304","50,740","56,262",275
80813,"38,568","43,196","46,180","2,055"
80814,"64,952","72,746","71,729","4,023"
80815,"39,630","44,385","51,429",911
80816,"56,097","62,829","65,523","5,180"
80817,"56,881","63,707","62,235","27,311"
80818,"42,250","47,320","59,580",343
80819,"58,548","65,574","85,402",921
80820,"54,333","60,853","67,981",806
80821,"37,317","41,795","52,713","1,093"
80822,"37,722","42,249","50,439",260
80823,"37,049","41,495","52,482",203
