Zip,Median,Median_adjusted,Mean,Pop
52065,"48,166","53,946","58,112","1,130"
52066,"39,522","44,265","48,452",80
52068,"71,715","80,321","90,980","3,924"
52069,"49,206","55,111","54,243","1,609"
52070,"49,832","55,812","54,654","1,128"
52072,"49,334","55,254","54,694",381
52073,"51,953","58,187","60,304","1,414"
52074,"49,043","54,929","54,691",310
52076,"41,004","45,925","49,220","2,295"
52077,"40,382","45,228","48,880",398
52078,"49,192","55,095","59,173",914
52079,"52,612","58,925","59,689",782
52101,"48,684","54,526","60,577","13,864"
52132,"50,246","56,275","57,548","1,938"
52133,"56,109","62,842","66,152",558
52134,"47,134","52,790","58,794",285
52135,"38,654","43,292","49,238",864
52136,"44,140","49,437","51,505","5,967"
52140,"49,410","55,339","60,595",532
52141,"40,752","45,642","50,457","1,435"
52142,"42,849","47,991","53,202","1,871"
52144,"49,832","55,811","56,976","1,261"
52146,"47,032","52,676","51,367","1,039"
52147,"50,323","56,362","54,843","1,050"
52151,"44,142","49,439","52,537","2,138"
52154,"45,387","50,834","55,014",995
52155,"49,230","55,138","53,108","1,323"
52156,"49,645","55,602","53,390",659
52157,"50,354","56,396","56,132","1,828"
52158,"50,354","56,396","56,132",314
52159,"49,634","55,590","53,490","2,330"
52160,"49,259","55,170","60,088",867
52161,"57,906","64,855","67,894","1,505"
52162,"51,432","57,604","57,909","3,285"
52163,"49,824","55,803","51,498",276
52164,"50,072","56,080","54,787",212
52165,"46,467","52,043","57,440","1,004"
52166,"50,323","56,362","54,843",104
52168,"49,394","55,321","56,517",188
52169,"42,708","47,833","53,146",432
52170,"46,601","52,193","51,386",599
52171,"49,100","54,992","55,835","1,048"
52172,"44,016","49,298","50,079","6,303"
52175,"42,177","47,238","47,805","3,492"
52201,"55,871","62,576","61,986","1,267"
52202,"51,652","57,850","63,160","1,152"
52203,"60,917","68,227","75,268","1,932"
52205,"47,684","53,406","59,890","8,682"
52206,"75,453","84,507","81,441","2,303"
52207,"46,504","52,084","58,388",383
52208,"38,801","43,457","46,180","3,153"
52209,"57,375","64,260","74,006","1,074"
52210,"60,411","67,660","64,114",697
52211,"46,509","52,090","55,603","2,624"
52212,"46,515","52,097","55,187",285
52213,"65,178","73,000","69,222","4,340"
52214,"52,409","58,698","62,440","3,090"
52215,"49,698","55,661","68,588",843
52216,"49,062","54,950","55,242","1,428"
52217,"52,798","59,134","61,819",590
52218,"53,446","59,859","60,406","1,788"
52219,"53,095","59,466","60,030",178
52220,"57,702","64,626","72,180",237
52221,"49,209","55,114","57,407",221
52222,"49,196","55,100","57,376",709
52223,"49,750","55,720","60,316","1,351"
52224,"53,366","59,770","61,645","2,016"
52225,"51,318","57,476","69,801",447
52227,"77,561","86,868","83,128","2,461"
52228,"69,014","77,296","75,846","2,772"
52229,"56,816","63,634","60,589",721
52231,"49,107","55,000","55,577",328
52232,"46,435","52,007","55,553",178
52233,"54,324","60,843","62,827","6,981"
52235,"54,440","60,973","62,216",698
52236,"57,702","64,626","72,180",592
52237,"49,833","55,813","60,385","1,522"
52240,"42,795","47,931","53,749","32,230"
52241,"55,324","61,963","70,095","18,911"
52242,"40,605","45,478","96,129","1,592"
52245,"50,806","56,902","67,824","22,573"
52246,"43,966","49,241","68,786","21,114"
52247,"53,287","59,682","62,302","5,645"
52248,"48,386","54,192","56,261","1,815"
52249,"57,270","64,142","71,476",965
52251,"50,471","56,528","59,900",590
52253,"66,783","74,797","71,146","3,192"
52254,"49,192","55,095","61,100",895
52255,"49,167","55,067","55,295","1,208"
52257,"57,332","64,212","72,984",210
52301,"51,799","58,015","62,268","3,873"
52302,"63,425","71,036","76,187","36,980"
52305,"55,406","62,054","67,354",629
52306,"58,396","65,404","67,598","1,754"
52307,"57,702","64,626","72,180",90
52308,"49,028","54,911","56,957",132
52309,"46,924","52,555","57,959",397
52310,"46,992","52,631","54,977","6,431"
52312,"54,942","61,535","66,935",115
52313,"56,816","63,634","60,589",397
52314,"67,028","75,071","71,297","5,865"
52315,"75,191","84,214","81,173","1,222"
52316,"50,658","56,737","58,265","1,659"
52317,"66,381","74,347","82,609","14,775"
52318,"73,596","82,428","80,482","1,033"
52320,"53,332","59,732","64,621","1,203"
52321,"48,300","54,096","56,103",404
52322,"60,184","67,406","68,888","2,436"
52323,"44,268","49,581","53,176",867
52324,"84,834","95,014","93,740","1,890"
52325,"63,328","70,928","68,554",873
52326,"60,411","67,660","64,114",547
52327,"53,201","59,586","62,391","3,012"
52328,"84,826","95,005","101,788","2,826"
52329,"60,411","67,660","64,114",803
52330,"49,842","55,823","60,401",900
52332,"62,262","69,733","67,969","2,006"
52333,"83,251","93,241","95,106","6,168"
52334,"57,702","64,626","72,180",311
52335,"45,308","50,745","53,275",709
52336,"58,455","65,470","70,319","2,363"
52337,"58,136","65,113","66,900",845
52338,"99,426","111,357","112,136","3,283"
52339,"40,159","44,978","49,094","4,504"
52340,"62,789","70,323","71,419","2,180"
52341,"87,694","98,218","96,790","1,093"
52342,"40,473","45,330","50,619","3,274"
52345,"68,125","76,300","72,869","1,468"
52346,"58,811","65,868","62,889","1,085"
52347,"48,691","54,534","57,013","1,410"
52348,"50,122","56,137","70,284",51
52349,"48,965","54,841","54,255","7,643"
52351,"77,042","86,287","82,770","1,455"
52352,"63,765","71,417","67,653","2,025"
52353,"48,237","54,026","56,384","9,173"
52354,"60,522","67,785","75,300",379
52355,"43,164","48,344","52,071",277
52356,"48,312","54,109","59,439","2,656"
52358,"63,628","71,263","66,952","3,733"
52359,"46,274","51,827","58,266",279
52361,"62,271","69,743","67,964","4,527"
52362,"43,827","49,086","52,615","1,041"
52401,"21,151","23,689","31,506","2,017"
52402,"59,067","66,155","71,585","40,149"
52403,"55,584","62,255","74,725","23,673"
52404,"45,733","51,221","53,754","37,796"
52405,"52,419","58,709","60,996","23,621"
52411,"96,372","107,937","115,462","6,896"
52501,"39,972","44,769","51,304","30,220"
52530,"45,691","51,174","57,049","1,005"
52531,"41,983","47,021","49,992","5,976"
52533,"55,028","61,631","61,139","1,215"
52534,"53,664","60,104","60,009",284
52535,"41,274","46,227","48,988",888
52536,"54,177","60,678","66,116",967
52537,"47,607","53,320","59,281","7,098"
52540,"48,749","54,599","61,356","1,420"
52542,"85,941","96,254","101,700",435
52543,"53,418","59,828","59,732",291
52544,"31,882","35,707","44,119","7,847"
52548,"49,318","55,236","75,772",97
52549,"36,230","40,578","51,681",762
52550,"41,574","46,563","51,772",585
52551,"39,858","44,641","48,589",688
52552,"49,513","55,454","63,648",830
52553,"50,619","56,693","69,607","1,745"
52554,"46,411","51,980","57,601","1,373"
52555,"36,230","40,578","51,681",344
52556,"40,875","45,781","54,716","13,247"
52557,"40,766","45,658","54,710",85
52560,"44,391","49,718","52,800",430
52561,"53,174","59,555","59,489",962
52563,"40,536","45,401","51,643","1,583"
52565,"40,074","44,883","48,401","2,027"
52566,"49,318","55,236","75,772",168
52567,"55,858","62,561","59,910",615
52569,"41,553","46,539","51,401",610
52570,"39,871","44,655","49,483",954
52571,"37,021","41,464","46,854","1,407"
52572,"38,571","43,199","49,210","1,132"
52573,"85,941","96,254","101,700",162
52574,"35,179","39,400","47,264",826
52576,"39,090","43,781","46,780",568
52577,"41,506","46,486","50,667","15,055"
52580,"56,486","63,264","60,388",460
52581,"35,252","39,483","47,843",305
52583,"34,034","38,118","46,800",342
52584,"44,391","49,718","52,800",438
52585,"40,499","45,359","48,686",988
52586,"53,315","59,713","59,616",521
52588,"41,534","46,518","49,566",134
52590,"33,192","37,175","39,641","1,246"
52591,"42,081","47,131","51,980","3,028"
52593,"37,986","42,544","47,049",142
52594,"40,636","45,512","50,910",399
52595,"37,668","42,188","51,211",416
52601,"40,073","44,881","51,605","29,723"
52619,"47,149","52,807","57,707",594
52620,"40,094","44,905","48,384",938
52621,"55,508","62,169","61,510",668
52623,"49,579","55,528","59,526","1,993"
52624,"56,705","63,510","60,222",290
52625,"51,831","58,050","64,589","2,802"
52626,"86,924","97,355","103,068","1,346"
52627,"41,928","46,959","54,440","13,105"
52630,"47,766","53,498","59,415",445
52632,"36,861","41,285","44,298","13,086"
52635,"52,904","59,252","66,866",675
52637,"47,332","53,011","58,704","2,449"
52638,"53,824","60,283","62,660",514
52639,"43,983","49,261","53,582","2,002"
52640,"50,590","56,661","56,201","1,447"
52641,"40,778","45,671","58,776","12,357"
52644,"45,041","50,446","56,240",412
52645,"44,014","49,296","56,115","3,176"
52646,"48,285","54,079","55,598",376
52647,"45,759","51,250","54,550",229
52649,"48,528","54,352","63,856",887
52650,"49,257","55,168","59,966",826
52651,"41,116","46,050","49,243",646
52653,"48,815","54,673","53,770","3,570"
52654,"47,000","52,640","55,462","1,728"
52655,"45,208","50,633","55,092","4,219"
52656,"55,591","62,262","59,263","2,359"
52657,"56,035","62,759","58,812",95
52658,"55,407","62,056","60,024","1,071"
52659,"46,163","51,702","54,731","1,553"
52660,"56,202","62,946","64,518",226
52701,"65,561","73,428","67,596",108
52720,"57,111","63,964","65,466",861
52721,"48,444","54,257","58,962",798
52722,"73,260","82,052","89,274","34,754"
52726,"61,574","68,963","70,983","4,468"
52727,"65,561","73,428","67,596",409
52728,"60,266","67,498","70,371","1,110"
52729,"53,611","60,044","63,989",874
52730,"47,479","53,177","59,005","4,950"
52731,"65,324","73,163","67,401",894
52732,"42,337","47,417","51,874","28,293"
52737,"52,500","58,800","57,570",384
52738,"51,474","57,651","56,290","3,567"
52739,"64,093","71,784","70,233",745
52742,"56,275","63,029","64,214","7,618"
52745,"56,496","63,275","65,630",633
52746,"62,519","70,021","72,201",967
52747,"49,247","55,157","60,307","2,106"
52748,"65,313","73,151","80,070","8,850"
52749,"69,159","77,458","75,649",925
52750,"65,561","73,428","67,596",619
52751,"53,363","59,767","63,827","1,054"
52752,"47,071","52,720","50,784",515
52753,"84,018","94,101","106,657","5,153"
52754,"55,080","61,690","59,800","1,274"
52755,"56,148","62,885","71,610","1,928"
52756,"69,629","77,985","80,988","2,133"
52757,"47,390","53,077","58,953",201
52758,"72,409","81,098","90,343",199
52760,"56,992","63,831","65,472",533
52761,"51,745","57,955","60,051","30,678"
52765,"55,108","61,721","64,554",453
52766,"48,978","54,855","58,192",820
52767,"87,933","98,485","108,460",349
52768,"72,409","81,098","90,343","1,426"
52769,"59,793","66,969","65,890",671
52772,"48,770","54,622","53,901","5,029"
52773,"63,492","71,111","73,119","2,380"
52774,"49,028","54,911","60,993",136
52776,"49,281","55,195","57,915","4,947"
52777,"53,421","59,832","63,754","1,357"
52778,"55,809","62,506","65,070","4,043"
52801,"13,088","14,659","19,201","1,122"
52802,"32,566","36,474","38,248","10,868"
52803,"41,820","46,839","52,308","22,174"
52804,"41,705","46,710","50,259","27,379"
52806,"47,895","53,643","57,725","27,503"
52807,"72,246","80,916","89,546","13,470"
53001,"65,295","73,131","73,476","1,901"
53002,"70,345","78,786","73,459","2,299"
53003,"68,924","77,195","74,796",141
53004,"73,007","81,768","83,439","3,330"
53005,"84,700","94,864","111,055","19,425"
53006,"57,835","64,775","63,190","1,779"
53007,"48,554","54,380","55,414","1,841"
53010,"59,944","67,137","66,202","7,681"
53011,"63,743","71,392","68,837","2,260"
53012,"75,593","84,665","91,574","18,097"
53013,"62,761","70,292","70,542","3,308"
53014,"54,776","61,349","67,060","7,962"
53015,"60,442","67,696","71,088","2,609"
53016,"58,836","65,896","73,141",384
53017,"88,182","98,764","103,458","5,538"
53018,"99,862","111,845","132,142","7,899"
53019,"61,806","69,223","68,651","2,027"
53020,"64,593","72,345","77,915","3,500"
53021,"70,126","78,541","78,576","4,709"
53022,"78,067","87,435","93,583","18,920"
53023,"62,228","69,695","75,715","1,496"
53024,"70,907","79,416","87,737","16,579"
53027,"64,419","72,150","71,255","22,041"
53029,"88,549","99,175","115,272","20,799"
53031,"67,396","75,484","75,062",43
53032,"54,186","60,689","61,283","4,757"
53033,"87,709","98,235","101,724","4,885"
53034,"52,893","59,241","63,071","1,811"
53035,"61,076","68,405","68,681","2,406"
53036,"65,780","73,673","70,618","2,720"
53037,"70,094","78,506","78,027","9,260"
53038,"61,825","69,244","70,082","4,013"
53039,"54,672","61,232","59,568","4,863"
53040,"67,237","75,306","73,242","8,064"
53042,"54,213","60,719","62,572","6,690"
53044,"77,109","86,362","87,665","2,297"
53045,"89,289","100,004","116,968","21,686"
53046,"69,722","78,089","87,897","1,107"
53047,"52,889","59,236","63,089",78
53048,"55,811","62,508","61,095","3,364"
53049,"68,711","76,957","77,433","2,451"
53050,"58,542","65,567","62,022","6,986"
53051,"73,738","82,586","84,693","35,651"
53057,"63,325","70,924","70,100","1,928"
53058,"98,617","110,451","118,987","3,243"
53059,"65,512","73,373","72,305","1,767"
53061,"48,263","54,055","54,163","5,196"
53063,"61,245","68,594","70,518","1,552"
53065,"61,500","68,880","68,341","2,226"
53066,"78,691","88,134","95,630","33,830"
53069,"81,533","91,317","101,221",697
53070,"62,763","70,295","70,262","4,713"
53072,"76,612","85,806","96,684","23,907"
53073,"53,502","59,922","65,011","15,757"
53074,"59,660","66,819","69,853","12,880"
53075,"62,174","69,635","73,246","3,345"
53076,"82,067","91,916","98,215","3,648"
53078,"68,443","76,656","74,415","1,912"
53079,"61,734","69,142","68,142","1,413"
53080,"56,627","63,422","70,195","5,715"
53081,"43,459","48,674","51,827","43,129"
53083,"59,912","67,101","68,492","20,362"
53085,"55,733","62,421","62,221","11,267"
53086,"63,437","71,049","78,162","8,255"
53088,"58,036","65,000","67,823",379
53089,"80,437","90,090","88,406","18,568"
53090,"57,218","64,084","65,551","21,873"
53091,"56,497","63,276","62,180","2,018"
53092,"106,413","119,182","149,733","20,024"
53093,"63,287","70,882","69,608","1,981"
53094,"50,901","57,009","58,241","19,169"
53095,"59,075","66,164","73,490","27,139"
53097,"96,923","108,553","122,694","6,319"
53098,"54,916","61,506","62,904","11,965"
53103,"73,457","82,272","80,822","3,724"
53104,"74,380","83,306","85,229","5,426"
53105,"60,868","68,172","74,815","29,225"
53108,"67,618","75,732","87,626","3,329"
53110,"46,984","52,622","53,430","18,320"
53114,"55,275","61,908","61,254","2,678"
53115,"49,368","55,293","58,541","15,788"
53118,"79,124","88,619","89,704","7,202"
53119,"82,839","92,780","90,386","5,608"
53120,"68,656","76,895","84,385","9,679"
53121,"60,059","67,266","69,860","19,045"
53122,"103,513","115,935","171,019","5,985"
53125,"61,086","68,416","90,769","1,895"
53126,"70,552","79,019","89,675","6,431"
53128,"56,345","63,107","69,797","8,947"
53129,"61,334","68,694","75,885","13,973"
53130,"60,459","67,714","78,319","7,755"
53132,"78,877","88,342","91,550","34,863"
53137,"60,917","68,227","68,677","1,702"
53139,"63,231","70,819","82,726","2,802"
53140,"37,500","42,000","47,828","30,017"
53142,"65,738","73,626","77,563","32,375"
53143,"46,743","52,352","54,199","23,264"
53144,"55,406","62,055","70,197","27,256"
53146,"76,034","85,158","90,411","7,458"
53147,"53,089","59,460","69,830","16,457"
53149,"77,232","86,500","91,283","19,057"
53150,"83,929","94,000","96,505","24,850"
53151,"80,283","89,918","93,234","31,987"
53153,"82,197","92,061","103,478","2,328"
53154,"67,985","76,143","75,352","34,451"
53156,"56,221","62,968","65,486","2,992"
53158,"76,177","85,318","90,600","15,917"
53167,"72,083","80,733","82,360",399
53168,"66,742","74,751","75,260","8,643"
53170,"59,438","66,571","73,394","2,380"
53172,"55,330","61,970","61,311","21,156"
53177,"54,419","60,949","65,022","8,329"
53178,"64,086","71,776","72,861","2,626"
53179,"63,626","71,261","74,736","6,310"
53181,"68,571","76,800","76,215","7,357"
53182,"61,144","68,481","69,358","9,412"
53183,"86,809","97,226","111,764","2,815"
53184,"61,042","68,367","87,380","4,271"
53185,"74,511","83,453","84,192","18,551"
53186,"57,104","63,957","67,482","33,592"
53188,"65,359","73,202","79,312","35,195"
53189,"79,656","89,214","89,417","26,228"
53190,"42,459","47,555","55,092","19,200"
53191,"60,702","67,986","86,068","2,842"
53192,"53,775","60,228","65,456",217
53195,"61,081","68,411","75,251",114
53202,"41,513","46,494","62,142","23,386"
53203,"70,203","78,627","75,795",938
53204,"27,482","30,779","35,744","42,355"
53205,"23,648","26,486","32,062","10,050"
53206,"22,604","25,316","32,327","28,210"
53207,"52,070","58,318","58,980","35,149"
53208,"34,522","38,664","42,326","31,133"
53209,"37,107","41,560","46,511","46,917"
53210,"34,800","38,976","44,508","28,126"
53211,"57,739","64,667","80,066","35,406"
53212,"30,592","34,263","39,586","30,416"
53213,"66,260","74,211","81,225","26,020"
53214,"45,041","50,446","50,489","34,725"
53215,"34,884","39,070","41,596","60,953"
53216,"35,049","39,255","42,254","32,264"
53217,"101,746","113,955","136,120","29,192"
53218,"33,814","37,872","41,968","40,625"
53219,"47,285","52,959","54,492","33,880"
53220,"47,353","53,035","57,149","26,303"
53221,"49,337","55,257","57,263","37,701"
53222,"52,348","58,630","60,499","25,165"
53223,"46,650","52,248","53,369","29,230"
53224,"45,014","50,416","54,395","21,284"
53225,"41,733","46,741","48,996","25,706"
53226,"67,408","75,497","82,081","18,370"
53227,"42,882","48,027","52,421","23,357"
53228,"58,360","65,363","70,764","14,369"
53233,"21,228","23,775","26,921","16,453"
53235,"47,015","52,657","56,087","9,270"
53295,"16,049","17,975","23,275",359
53402,"56,283","63,036","71,716","33,174"
53403,"39,564","44,312","51,258","27,432"
53404,"40,043","44,848","47,725","15,658"
53405,"49,299","55,215","58,376","25,193"
53406,"57,039","63,884","70,632","25,845"
53501,"61,842","69,263","74,429",23
53502,"61,714","69,119","73,256","2,421"
53503,"61,969","69,405","71,673","1,947"
53504,"52,331","58,611","60,815","2,084"
53505,"61,655","69,054","71,602",354
53506,"45,823","51,322","53,607","1,125"
53507,"64,418","72,148","70,213","2,196"
53508,"64,959","72,754","74,113","5,262"
53510,"52,172","58,433","59,007","1,482"
53511,"42,585","47,695","51,273","48,929"
53515,"68,288","76,483","80,104","2,268"
53516,"56,705","63,510","65,805","2,152"
53517,"75,033","84,037","91,537","1,752"
53518,"45,868","51,372","52,792","1,330"
53520,"52,153","58,412","63,710","6,810"
53521,"76,305","85,462","84,173","3,656"
53522,"53,133","59,509","65,917","1,085"
53523,"63,516","71,138","75,794","4,949"
53525,"53,516","59,937","63,093","4,052"
53526,"49,798","55,774","56,841",565
53527,"81,272","91,025","88,703","9,963"
53528,"75,751","84,841","95,568","5,734"
53529,"74,130","83,026","87,566","2,031"
53530,"48,322","54,120","56,520","4,566"
53531,"68,911","77,180","77,385","4,338"
53532,"72,839","81,580","80,211","13,606"
53533,"53,604","60,037","57,436","7,276"
53534,"53,425","59,836","65,584","11,512"
53536,"65,067","72,875","68,843","8,503"
53537,"56,475","63,252","67,504",781
53538,"53,099","59,471","61,944","18,468"
53540,"47,273","52,946","55,060",169
53541,"48,911","54,780","57,879",861
53543,"45,702","51,186","53,584","1,641"
53544,"64,709","72,474","70,108",800
53545,"52,257","58,528","63,681","23,117"
53546,"57,977","64,934","65,343","30,648"
53548,"46,652","52,250","57,198","18,558"
53549,"46,985","52,623","55,893","10,414"
53550,"54,043","60,529","67,333","1,239"
53551,"60,783","68,077","72,114","8,273"
53553,"49,798","55,774","56,841",624
53554,"47,695","53,418","55,440","1,134"
53555,"70,135","78,551","79,020","8,465"
53556,"48,275","54,068","56,373","2,594"
53557,"54,256","60,767","61,781",482
53558,"74,075","82,964","89,024","10,742"
53559,"62,012","69,454","68,852","6,063"
53560,"66,321","74,279","76,754","3,458"
53561,"56,165","62,905","70,022","1,618"
53562,"73,968","82,844","109,469","23,627"
53563,"62,851","70,393","69,940","10,728"
53565,"56,727","63,534","62,678","4,765"
53566,"46,954","52,589","61,231","15,217"
53569,"43,627","48,863","52,966","1,155"
53570,"64,479","72,217","74,091","2,627"
53571,"71,653","80,251","81,793",280
53572,"64,226","71,933","75,045","9,970"
53573,"43,250","48,440","52,662","3,062"
53574,"64,146","71,844","79,530","3,877"
53575,"78,371","87,776","90,450","15,494"
53576,"56,475","63,252","67,504","2,319"
53577,"58,475","65,492","77,541","1,371"
53578,"56,289","63,044","65,413","5,924"
53579,"54,256","60,767","61,781","1,760"
53580,"49,798","55,774","56,841",564
53581,"40,739","45,628","48,372","10,363"
53582,"64,372","72,097","70,240","1,079"
53583,"59,180","66,281","69,240","5,747"
53585,"55,126","61,741","60,908","2,215"
53586,"44,431","49,763","51,479","2,284"
53587,"48,911","54,780","57,879","1,290"
53588,"53,966","60,442","63,975","4,077"
53589,"67,097","75,148","74,118","19,427"
53590,"70,385","78,831","80,996","36,294"
53593,"84,972","95,168","110,713","19,225"
53594,"56,707","63,512","64,251","5,144"
53597,"76,286","85,440","96,625","16,844"
53598,"71,657","80,256","81,796","2,511"
53599,"48,911","54,780","57,879",69
53702,"60,187","67,409","75,892",50
53703,"25,078","28,087","39,242","27,958"
53704,"53,358","59,761","65,357","44,034"
53705,"61,309","68,666","84,910","23,494"
53706,"6,359","7,122","7,295","1,983"
53711,"66,829","74,848","82,774","43,858"
53713,"41,359","46,322","58,709","22,146"
53714,"55,126","61,742","62,008","16,463"
53715,"16,488","18,467","20,643","8,116"
53716,"60,222","67,449","68,096","18,419"
53717,"75,889","84,996","105,451","11,962"
53718,"72,467","81,163","81,944","11,753"
53719,"65,796","73,692","77,874","28,487"
53726,"46,184","51,726","77,854","5,177"
53801,"42,049","47,095","49,381",878
53802,"44,400","49,728","56,204",58
53803,"43,114","48,287","49,954","1,306"
53804,"42,666","47,786","51,171","1,372"
53805,"43,081","48,250","49,729","5,269"
53806,"44,400","49,728","56,204","1,831"
53807,"49,664","55,624","58,616","4,843"
53808,"49,082","54,972","58,980","1,049"
53809,"43,479","48,696","55,613","4,120"
53810,"43,797","49,053","54,455",429
53811,"49,399","55,327","57,650","3,371"
53813,"43,305","48,502","51,794","6,075"
53816,"42,304","47,381","50,122",810
53817,"42,049","47,095","49,381",205
53818,"41,764","46,776","51,035","15,091"
53820,"48,239","54,027","59,674","2,532"
53821,"38,256","42,847","49,897","8,456"
53825,"46,892","52,519","55,376",487
53826,"41,214","46,159","51,584","1,332"
53827,"42,398","47,485","50,867",292
53901,"42,919","48,069","54,773","14,445"
53910,"33,919","37,989","42,079","3,508"
53911,"70,767","79,259","81,049","1,351"
53913,"48,953","54,828","57,278","19,881"
53916,"48,175","53,956","58,271","22,507"
53919,"57,098","63,950","66,353","2,629"
53920,"48,883","54,749","58,018",414
53922,"62,489","69,988","66,790","1,036"
53923,"55,999","62,719","66,123","2,098"
53924,"13,315","14,913","15,335",359
53925,"52,921","59,272","65,779","7,781"
53926,"52,659","58,978","60,479","1,628"
53928,"59,417","66,547","72,229",128
53929,"45,869","51,373","55,091","2,782"
53930,"50,036","56,041","58,605","1,285"
53931,"57,633","64,549","66,597",237
53932,"63,595","71,226","71,740","2,573"
53933,"54,152","60,650","63,033","4,117"
53934,"36,915","41,345","46,129","4,396"
53935,"56,489","63,268","66,515",307
53936,"38,178","42,760","45,361","1,610"
53937,"57,300","64,176","74,697","1,053"
53939,"53,295","59,690","60,946",244
53941,"51,588","57,779","61,803","2,932"
53943,"58,211","65,196","76,908","1,065"
53944,"51,035","57,159","56,027","2,224"
53946,"52,017","58,259","63,745","4,386"
53947,"53,295","59,690","60,946",137
53948,"45,725","51,212","52,082","8,414"
53949,"43,964","49,240","52,515","5,953"
53950,"44,397","49,724","55,134","5,449"
53951,"57,137","63,993","68,221","2,601"
53952,"42,501","47,601","49,625","4,377"
53953,"45,374","50,819","54,724",282
53954,"57,284","64,158","64,943","6,926"
53955,"59,678","66,839","68,534","5,692"
53956,"54,729","61,296","63,907","3,397"
53959,"48,405","54,213","58,032","13,384"
53960,"59,216","66,322","70,734","3,268"
53961,"59,470","66,606","69,167",837
53963,"45,255","50,686","53,758","13,910"
53964,"28,928","32,399","33,533","2,378"
53965,"46,983","52,620","58,318","10,398"
53968,"46,754","52,365","55,760","2,329"
53969,"56,667","63,467","62,675",419
54001,"50,335","56,376","58,982","8,155"
54002,"60,438","67,691","69,111","6,278"
54003,"64,423","72,154","70,223","1,013"
54004,"47,882","53,627","55,280","2,317"
54005,"46,041","51,566","52,888","2,951"
54006,"45,115","50,528","56,938",743
54007,"61,999","69,438","69,801","1,188"
54009,"56,163","62,903","66,031","2,509"
54010,"60,538","67,803","63,021",50
54011,"61,613","69,006","66,014","6,819"
54013,"56,548","63,333","64,634","3,443"
54014,"68,889","77,156","75,276","2,232"
54015,"70,222","78,648","75,307","3,586"
54016,"82,758","92,689","100,682","30,108"
54017,"61,709","69,114","66,572","16,743"
54020,"56,352","63,115","66,666","7,260"
54021,"76,430","85,602","89,840","6,622"
54022,"57,463","64,358","69,667","22,358"
54023,"70,898","79,406","76,347","3,833"
54024,"50,404","56,453","60,172","4,811"
54025,"71,905","80,534","84,587","6,864"
54026,"64,254","71,965","73,574","1,809"
54027,"56,858","63,680","64,970",989
54028,"57,185","64,047","65,647","2,493"
54082,"72,736","81,464","86,383","1,696"
54101,"57,442","64,335","67,804","2,751"
54102,"33,971","38,048","40,219",875
54103,"32,466","36,362","44,711",418
54104,"33,606","37,639","46,003","1,051"
54106,"60,750","68,040","67,734","4,997"
54107,"53,060","59,427","60,408","3,727"
54110,"55,584","62,254","61,447","5,338"
54111,"46,163","51,702","58,933","2,132"
54112,"44,244","49,553","52,699","2,284"
54113,"76,116","85,250","81,293","3,325"
54114,"37,242","41,711","48,729","5,178"
54115,"61,153","68,491","77,917","41,178"
54119,"33,976","38,053","40,218","1,083"
54120,"38,113","42,686","44,702",245
54121,"39,879","44,665","45,166","2,982"
54123,"55,455","62,110","61,317",238
54124,"40,987","45,905","50,399","3,881"
54125,"33,967","38,043","40,233",519
54126,"66,167","74,107","75,344","3,625"
54127,"47,380","53,066","61,170",76
54128,"40,724","45,611","47,853","1,778"
54129,"56,429","63,200","65,411","3,477"
54130,"60,278","67,511","67,650","25,108"
54135,"30,348","33,990","40,686","3,096"
54136,"55,314","61,952","58,720","6,406"
54137,"56,909","63,738","64,319","1,115"
54138,"39,889","44,676","46,199",821
54139,"49,893","55,880","59,260","3,096"
54140,"52,621","58,936","60,821","8,533"
54141,"67,702","75,826","75,292","2,549"
54143,"41,980","47,018","53,176","15,225"
54149,"39,842","44,623","48,157","1,184"
54150,"37,738","42,266","46,367","1,037"
54151,"37,170","41,630","49,006","3,556"
54153,"44,725","50,092","52,119","7,252"
54154,"42,676","47,797","55,539","5,548"
54155,"68,938","77,211","89,316","5,451"
54156,"34,589","38,740","43,221","1,535"
54157,"47,817","53,555","57,965","5,986"
54159,"47,269","52,941","61,161","1,434"
54160,"52,633","58,949","60,790",253
54161,"40,479","45,336","51,800","2,696"
54162,"56,961","63,797","66,281","9,065"
54165,"56,801","63,617","63,832","7,539"
54166,"43,943","49,216","55,156","17,002"
54169,"80,586","90,256","89,643","2,600"
54170,"59,347","66,469","66,388","3,730"
54171,"69,226","77,533","76,404","3,362"
54173,"71,452","80,026","79,806","4,095"
54174,"40,204","45,028","49,288","3,013"
54175,"39,889","44,676","46,199","1,018"
54177,"35,113","39,326","45,246","2,898"
54180,"71,080","79,610","81,063","2,861"
54201,"21,167","23,707","24,692","2,183"
54202,"52,409","58,698","69,759","1,240"
54204,"56,928","63,759","62,837","1,819"
54205,"58,736","65,785","66,448","2,177"
54207,"56,708","63,513","60,890",176
54208,"59,427","66,558","65,888","6,061"
54209,"53,384","59,790","71,283","1,195"
54210,"51,711","57,916","67,479",897
54211,"45,946","51,460","61,749",277
54212,"46,380","51,946","62,287",997
54213,"55,383","62,029","62,274","1,276"
54214,"59,565","66,713","66,608",334
54216,"53,647","60,084","59,838","6,276"
54217,"61,366","68,730","69,420","7,405"
54220,"46,416","51,986","58,462","40,220"
54227,"59,565","66,713","66,608","1,568"
54228,"61,481","68,858","65,571","2,682"
